騎手名,コース,1着,2着,3着,4着以下,単勝回収率,複勝回収率
ディー,東京芝1600m,1,1,1,8,3.01,2.08
ディー,東京芝1800m,0,1,1,14,0.0,0.24
ディー,東京芝2000m,1,0,0,4,0.48,0.24
ディー,東京芝2400m,0,0,1,7,0.0,0.55
ディー,阪神ダート1800m,0,0,0,2,0.0,0.0
ディー,阪神芝1400m,0,1,0,1,0.0,1.45
ディー,阪神芝1600m,0,0,0,1,0.0,0.0
ディー,阪神芝2200m,0,0,1,1,0.0,3.2
岩崎,中京ダート1800m,0,0,0,2,0.0,0.0
岩崎,中京ダート1900m,0,0,0,1,0.0,0.0
岩崎,中京芝1400m,0,0,0,1,0.0,0.0
岩崎,京都ダート1200m,0,0,0,7,0.0,0.0
岩崎,京都ダート1400m,1,0,0,6,1.8,0.57
岩崎,京都ダート1800m,0,0,0,11,0.0,0.0
岩崎,京都ダート1900m,0,0,0,1,0.0,0.0
岩崎,京都芝1200m,0,0,0,1,0.0,0.0
岩崎,京都芝1400m,0,0,0,3,0.0,0.0
岩崎,京都芝1600m,1,0,0,3,5.6,1.3
岩崎,京都芝2000m,0,0,0,1,0.0,0.0
岩崎,京都芝2200m,0,0,0,1,0.0,0.0
岩崎,京都芝2400m,0,0,0,2,0.0,0.0
岩崎,小倉ダート1700m,0,1,0,2,0.0,5.03
岩崎,小倉芝1200m,0,0,0,1,0.0,0.0
岩崎,新潟ダート1800m,0,0,0,1,0.0,0.0
岩崎,新潟芝1000m,0,0,0,1,0.0,0.0
岩崎,新潟芝1800m,0,0,0,1,0.0,0.0
岩崎,新潟芝2400m,0,0,0,1,0.0,0.0
岩崎,東京ダート1400m,0,0,0,1,0.0,0.0
岩崎,阪神ダート1200m,0,0,1,4,0.0,1.18
岩崎,阪神ダート1400m,0,1,1,6,0.0,5.31
岩崎,阪神ダート1800m,0,0,0,15,0.0,0.0
岩崎,阪神ダート2000m,0,0,0,2,0.0,0.0
岩崎,阪神芝1600m,0,0,0,2,0.0,0.0
岩崎,阪神芝1800m,0,0,0,1,0.0,0.0
岩崎,阪神芝2000m,0,0,0,1,0.0,0.0
岩崎,阪神芝2200m,0,0,0,3,0.0,0.0
岩崎,阪神芝2400m,0,1,0,2,0.0,1.17
藤原幹,京都芝1400m,0,0,0,1,0.0,0.0
国分恭,中京ダート1200m,1,5,8,55,0.22,1.41
国分恭,中京ダート1400m,0,2,6,52,0.0,0.48
国分恭,中京ダート1800m,1,6,5,68,0.09,0.64
国分恭,中京ダート1900m,1,0,2,23,1.17,1.07
国分恭,中京芝1200m,1,0,2,26,0.14,0.31
国分恭,中京芝1400m,1,4,4,26,3.77,1.72
国分恭,中京芝1600m,0,0,0,24,0.0,0.0
国分恭,中京芝2000m,2,3,1,39,0.42,1.22
国分恭,中京芝2200m,1,0,0,16,0.17,0.07
国分恭,中山ダート1200m,0,0,0,1,0.0,0.0
国分恭,中山ダート1800m,0,0,1,2,0.0,0.87
国分恭,中山芝2000m,0,0,1,0,0.0,8.0
国分恭,中山芝3600m,0,0,0,1,0.0,0.0
国分恭,京都ダート1200m,0,4,2,41,0.0,1.45
国分恭,京都ダート1400m,2,2,5,40,0.38,0.93
国分恭,京都ダート1800m,1,4,6,70,0.06,0.74
国分恭,京都ダート1900m,0,0,0,13,0.0,0.0
国分恭,京都芝1200m,0,0,3,15,0.0,0.62
国分恭,京都芝1400m,0,0,0,14,0.0,0.0
国分恭,京都芝1600m,0,0,1,22,0.0,0.5
国分恭,京都芝1800m,0,1,0,24,0.0,0.28
国分恭,京都芝2000m,0,0,0,10,0.0,0.0
国分恭,京都芝2200m,0,0,1,4,0.0,1.28
国分恭,京都芝2400m,1,0,2,7,0.44,1.15
国分恭,京都芝3200m,0,0,0,2,0.0,0.0
国分恭,函館ダート1000m,0,1,1,4,0.0,0.88
国分恭,函館ダート1700m,1,3,3,24,0.6,0.59
国分恭,函館ダート2400m,0,0,0,2,0.0,0.0
国分恭,函館芝1200m,1,1,1,19,4.32,0.77
国分恭,函館芝1800m,0,1,3,7,0.0,1.7
国分恭,函館芝2000m,0,0,0,7,0.0,0.0
国分恭,函館芝2600m,0,0,0,1,0.0,0.0
国分恭,小倉ダート1000m,0,3,1,20,0.0,0.69
国分恭,小倉ダート1700m,4,2,3,66,0.83,0.46
国分恭,小倉芝1200m,4,1,6,69,0.46,0.85
国分恭,小倉芝1800m,2,3,1,24,0.21,0.91
国分恭,小倉芝2000m,2,1,2,25,2.1,0.81
国分恭,小倉芝2600m,0,0,0,7,0.0,0.0
国分恭,新潟ダート1200m,0,2,0,10,0.0,0.74
国分恭,新潟ダート1800m,2,1,0,14,0.45,0.41
国分恭,新潟芝1000m,1,0,0,4,1.52,0.54
国分恭,新潟芝1200m,0,1,1,7,0.0,0.61
国分恭,新潟芝1400m,0,0,0,6,0.0,0.0
国分恭,新潟芝1600m,0,0,0,2,0.0,0.0
国分恭,新潟芝1800m,0,0,1,4,0.0,0.7
国分恭,新潟芝2000m,1,0,0,4,3.12,0.58
国分恭,新潟芝2200m,0,0,1,2,0.0,1.7
国分恭,札幌ダート1000m,1,0,0,3,0.45,0.28
国分恭,札幌ダート1700m,2,2,1,20,0.46,1.0
国分恭,札幌芝1200m,0,0,0,12,0.0,0.0
国分恭,札幌芝1500m,0,0,0,3,0.0,0.0
国分恭,札幌芝1800m,0,0,1,1,0.0,1.5
国分恭,札幌芝2000m,2,0,0,8,5.37,1.16
国分恭,札幌芝2600m,0,0,0,2,0.0,0.0
国分恭,東京ダート1300m,0,0,0,1,0.0,0.0
国分恭,東京ダート1400m,0,0,1,5,0.0,0.8
国分恭,東京ダート1600m,0,0,0,10,0.0,0.0
国分恭,東京芝1400m,0,0,0,4,0.0,0.0
国分恭,東京芝1600m,0,0,0,1,0.0,0.0
国分恭,東京芝1800m,0,0,0,2,0.0,0.0
国分恭,東京芝2000m,0,0,0,1,0.0,0.0
国分恭,東京芝2400m,0,0,0,1,0.0,0.0
国分恭,東京芝2500m,0,0,0,1,0.0,0.0
国分恭,福島ダート1150m,1,1,1,4,1.04,1.84
国分恭,福島ダート1700m,1,1,0,19,0.91,0.44
国分恭,福島芝1200m,0,4,4,17,0.0,1.67
国分恭,福島芝1800m,0,0,0,5,0.0,0.0
国分恭,福島芝2000m,2,1,0,5,3.05,0.82
国分恭,福島芝2600m,0,1,1,5,0.0,0.64
国分恭,阪神ダート1200m,4,4,3,84,0.62,0.88
国分恭,阪神ダート1400m,5,2,5,76,1.46,1.54
国分恭,阪神ダート1800m,9,9,8,114,1.7,0.67
国分恭,阪神ダート2000m,0,0,1,12,0.0,0.18
国分恭,阪神芝1200m,1,0,1,16,0.22,0.74
国分恭,阪神芝1400m,0,0,0,22,0.0,0.0
国分恭,阪神芝1600m,1,3,0,44,1.32,0.54
国分恭,阪神芝1800m,0,1,2,23,0.0,0.74
国分恭,阪神芝2000m,2,0,1,22,1.89,1.18
国分恭,阪神芝2200m,1,0,0,9,5.15,0.97
国分恭,阪神芝2400m,0,0,0,8,0.0,0.0
国分恭,阪神芝2600m,0,0,0,1,0.0,0.0
宮川実,札幌ダート1000m,0,0,0,1,0.0,0.0
宮川実,札幌ダート1700m,0,0,0,2,0.0,0.0
宮川実,札幌芝1200m,0,0,0,2,0.0,0.0
宮川実,札幌芝1800m,0,0,0,2,0.0,0.0
宮川実,札幌芝2000m,0,0,0,1,0.0,0.0
宮川実,札幌芝2600m,0,0,0,1,0.0,0.0
石橋脩,中京ダート1400m,0,0,0,4,0.0,0.0
石橋脩,中京ダート1800m,0,0,0,4,0.0,0.0
石橋脩,中京ダート1900m,0,0,0,4,0.0,0.0
石橋脩,中京芝1200m,0,0,0,3,0.0,0.0
石橋脩,中京芝1400m,0,0,0,5,0.0,0.0
石橋脩,中京芝1600m,0,0,1,3,0.0,2.9
石橋脩,中京芝2000m,0,1,0,1,0.0,1.05
石橋脩,中山ダート1200m,19,28,20,182,0.58,0.76
石橋脩,中山ダート1800m,22,19,16,218,0.72,0.6
石橋脩,中山ダート2400m,3,1,1,14,0.78,1.05
石橋脩,中山ダート2500m,0,0,1,1,0.0,2.45
石橋脩,中山芝1200m,4,0,7,44,1.06,0.95
石橋脩,中山芝1600m,11,8,9,111,0.48,0.53
石橋脩,中山芝1800m,3,5,6,53,0.12,0.53
石橋脩,中山芝2000m,6,8,4,93,0.18,0.44
石橋脩,中山芝2200m,4,2,3,33,0.96,0.49
石橋脩,中山芝2500m,0,3,2,21,0.0,0.36
石橋脩,中山芝3600m,1,1,0,4,3.2,0.97
石橋脩,新潟ダート1200m,7,8,7,56,0.6,0.74
石橋脩,新潟ダート1800m,3,6,11,70,0.21,0.91
石橋脩,新潟ダート2500m,0,0,0,1,0.0,0.0
石橋脩,新潟芝1000m,1,2,1,19,0.22,0.4
石橋脩,新潟芝1200m,3,1,3,14,1.27,1.67
石橋脩,新潟芝1400m,4,1,1,31,1.05,0.51
石橋脩,新潟芝1600m,0,7,3,49,0.0,1.11
石橋脩,新潟芝1800m,2,2,4,39,0.4,0.37
石橋脩,新潟芝2000m,1,3,3,30,0.25,0.81
石橋脩,新潟芝2200m,0,2,1,15,0.0,0.76
石橋脩,新潟芝2400m,0,0,1,5,0.0,0.23
石橋脩,東京ダート1300m,3,4,4,31,0.52,0.76
石橋脩,東京ダート1400m,9,12,10,146,0.27,0.55
石橋脩,東京ダート1600m,16,20,16,166,0.62,0.64
石橋脩,東京ダート2100m,3,5,10,56,0.46,0.7
石橋脩,東京芝1400m,3,6,2,87,0.37,0.46
石橋脩,東京芝1600m,4,9,11,104,0.17,0.73
石橋脩,東京芝1800m,10,9,6,95,0.7,0.47
石橋脩,東京芝2000m,7,4,6,45,0.7,1.2
石橋脩,東京芝2300m,0,0,0,3,0.0,0.0
石橋脩,東京芝2400m,0,3,3,38,0.0,0.5
石橋脩,東京芝2500m,0,0,0,3,0.0,0.0
石橋脩,東京芝3400m,0,0,0,5,0.0,0.0
石橋脩,福島ダート1150m,7,7,2,41,1.43,1.39
石橋脩,福島ダート1700m,4,5,4,56,0.21,0.43
石橋脩,福島ダート2400m,0,0,0,1,0.0,0.0
石橋脩,福島芝1200m,4,3,7,56,0.29,0.79
石橋脩,福島芝1800m,4,4,4,58,0.56,0.54
石橋脩,福島芝2000m,4,2,2,37,0.88,0.63
石橋脩,福島芝2600m,2,2,0,14,1.42,0.5
石橋脩,阪神ダート1200m,0,1,0,6,0.0,0.46
石橋脩,阪神ダート1400m,0,1,1,6,0.0,0.4
石橋脩,阪神ダート1800m,0,1,2,9,0.0,0.81
石橋脩,阪神ダート2000m,1,0,0,3,1.88,0.55
石橋脩,阪神芝1200m,0,0,0,2,0.0,0.0
石橋脩,阪神芝1400m,1,0,0,3,17.68,2.4
石橋脩,阪神芝1600m,1,0,0,8,0.33,0.16
石橋脩,阪神芝1800m,0,0,0,4,0.0,0.0
石橋脩,阪神芝2000m,0,0,0,1,0.0,0.0
石橋脩,阪神芝2200m,0,0,0,2,0.0,0.0
石橋脩,阪神芝2400m,0,1,1,2,0.0,1.68
川端海,中京ダート1200m,0,2,2,43,0.0,1.02
川端海,中京ダート1400m,0,0,4,26,0.0,0.48
川端海,中京ダート1800m,0,2,2,42,0.0,1.37
川端海,中京ダート1900m,0,1,0,19,0.0,0.1
川端海,中京芝1200m,0,0,0,7,0.0,0.0
川端海,中京芝1400m,0,0,3,11,0.0,1.33
川端海,中京芝1600m,0,1,0,10,0.0,0.85
川端海,中京芝2000m,1,0,0,12,0.99,0.22
川端海,中京芝2200m,0,0,0,4,0.0,0.0
川端海,中山ダート2400m,0,0,0,1,0.0,0.0
川端海,京都ダート1200m,0,1,2,4,0.0,1.64
川端海,京都ダート1400m,0,0,0,4,0.0,0.0
川端海,京都ダート1800m,0,0,0,5,0.0,0.0
川端海,京都芝1200m,0,0,0,1,0.0,0.0
川端海,京都芝1400m,0,0,0,2,0.0,0.0
川端海,京都芝1600m,0,0,0,1,0.0,0.0
川端海,函館ダート1000m,0,0,0,8,0.0,0.0
川端海,函館ダート1700m,0,0,0,11,0.0,0.0
川端海,函館ダート2400m,0,0,0,1,0.0,0.0
川端海,函館芝1200m,0,1,0,12,0.0,2.24
川端海,函館芝1800m,0,0,0,8,0.0,0.0
川端海,函館芝2000m,0,0,0,4,0.0,0.0
川端海,小倉ダート1000m,2,1,1,20,4.41,0.67
川端海,小倉ダート1700m,0,3,1,40,0.0,0.34
川端海,小倉芝1200m,1,1,2,35,0.6,0.69
川端海,小倉芝1800m,1,1,0,15,1.46,0.63
川端海,小倉芝2000m,0,0,2,15,0.0,0.48
川端海,小倉芝2600m,0,0,0,5,0.0,0.0
川端海,新潟ダート1200m,1,0,0,18,1.79,0.28
川端海,新潟ダート1800m,2,2,2,23,0.42,1.04
川端海,新潟芝1000m,0,1,0,11,0.0,0.45
川端海,新潟芝1200m,0,0,0,5,0.0,0.0
川端海,新潟芝1400m,0,0,0,2,0.0,0.0
川端海,新潟芝1600m,0,0,0,1,0.0,0.0
川端海,新潟芝1800m,0,1,0,7,0.0,1.32
川端海,新潟芝2000m,0,0,0,4,0.0,0.0
川端海,新潟芝2200m,0,0,0,1,0.0,0.0
川端海,札幌ダート1000m,1,0,1,12,0.28,0.32
川端海,札幌ダート1700m,0,2,0,19,0.0,0.38
川端海,札幌ダート2400m,0,1,0,1,0.0,2.55
川端海,札幌芝1200m,0,0,1,6,0.0,1.09
川端海,札幌芝1500m,0,0,0,7,0.0,0.0
川端海,札幌芝1800m,0,0,0,4,0.0,0.0
川端海,札幌芝2000m,0,0,0,5,0.0,0.0
川端海,札幌芝2600m,0,0,0,1,0.0,0.0
川端海,福島ダート1150m,0,0,0,15,0.0,0.0
川端海,福島ダート1700m,0,0,0,17,0.0,0.0
川端海,福島ダート2400m,2,0,0,3,2.14,0.78
川端海,福島芝1200m,0,2,1,14,0.0,0.69
川端海,福島芝1800m,0,0,0,6,0.0,0.0
川端海,福島芝2000m,0,0,0,4,0.0,0.0
川端海,福島芝2600m,0,0,0,3,0.0,0.0
川端海,阪神ダート1200m,1,1,0,26,0.28,0.15
川端海,阪神ダート1400m,0,0,1,15,0.0,0.76
川端海,阪神ダート1800m,0,0,1,37,0.0,0.22
川端海,阪神ダート2000m,0,0,0,4,0.0,0.0
川端海,阪神芝1200m,0,0,0,1,0.0,0.0
川端海,阪神芝1400m,0,0,0,3,0.0,0.0
川端海,阪神芝1600m,0,0,0,4,0.0,0.0
川端海,阪神芝1800m,0,0,0,3,0.0,0.0
川端海,阪神芝2000m,0,0,0,2,0.0,0.0
川端海,阪神芝2400m,0,0,0,1,0.0,0.0
谷内貫,中京ダート1400m,0,0,0,1,0.0,0.0
谷内貫,中京芝2000m,0,0,0,1,0.0,0.0
丸田,中京ダート1200m,0,0,0,7,0.0,0.0
丸田,中京ダート1400m,0,0,0,11,0.0,0.0
丸田,中京ダート1800m,0,0,1,12,0.0,0.23
丸田,中京ダート1900m,0,0,1,2,0.0,0.77
丸田,中京芝1200m,1,2,0,12,1.85,0.81
丸田,中京芝1400m,0,0,1,7,0.0,0.33
丸田,中京芝1600m,0,0,0,9,0.0,0.0
丸田,中京芝2000m,0,0,0,11,0.0,0.0
丸田,中京芝2200m,1,0,0,7,1.0,0.3
丸田,中山ダート1200m,6,6,15,188,1.25,0.96
丸田,中山ダート1800m,7,10,16,201,0.62,0.71
丸田,中山ダート2400m,1,2,1,12,0.3,0.8
丸田,中山ダート2500m,0,0,0,2,0.0,0.0
丸田,中山芝1200m,3,3,2,35,1.61,1.02
丸田,中山芝1600m,3,3,6,78,0.66,0.58
丸田,中山芝1800m,4,3,0,37,1.85,0.54
丸田,中山芝2000m,1,0,2,46,0.23,0.1
丸田,中山芝2200m,1,0,0,18,0.19,0.07
丸田,中山芝2500m,0,0,0,11,0.0,0.0
丸田,京都ダート1200m,0,0,0,1,0.0,0.0
丸田,京都ダート1400m,0,0,0,2,0.0,0.0
丸田,京都ダート1800m,0,0,1,1,0.0,6.3
丸田,京都ダート1900m,0,0,0,2,0.0,0.0
丸田,京都芝1200m,0,0,1,2,0.0,1.77
丸田,京都芝1600m,0,0,0,1,0.0,0.0
丸田,京都芝2400m,0,0,0,1,0.0,0.0
丸田,函館芝1200m,0,0,0,1,0.0,0.0
丸田,函館芝1800m,1,0,0,1,3.15,1.1
丸田,小倉ダート1000m,0,0,0,5,0.0,0.0
丸田,小倉ダート1700m,0,0,0,5,0.0,0.0
丸田,小倉ダート2400m,0,0,0,1,0.0,0.0
丸田,小倉芝1200m,0,1,2,14,0.0,1.26
丸田,小倉芝1800m,0,0,0,7,0.0,0.0
丸田,小倉芝2000m,0,0,1,3,0.0,2.42
丸田,小倉芝2600m,1,0,0,4,0.92,0.36
丸田,新潟ダート1200m,2,2,2,42,0.16,0.89
丸田,新潟ダート1800m,1,8,4,76,0.07,0.77
丸田,新潟ダート2500m,0,0,0,1,0.0,0.0
丸田,新潟芝1000m,0,1,2,27,0.0,0.33
丸田,新潟芝1200m,0,1,0,20,0.0,0.09
丸田,新潟芝1400m,0,1,3,17,0.0,0.85
丸田,新潟芝1600m,0,0,0,22,0.0,0.0
丸田,新潟芝1800m,0,1,2,24,0.0,0.84
丸田,新潟芝2000m,2,1,2,20,0.54,0.69
丸田,新潟芝2200m,0,1,1,9,0.0,0.55
丸田,新潟芝2400m,0,2,0,4,0.0,0.67
丸田,札幌芝1200m,0,0,0,1,0.0,0.0
丸田,札幌芝2000m,0,0,0,2,0.0,0.0
丸田,東京ダート1300m,1,1,3,46,0.08,1.31
丸田,東京ダート1400m,5,9,8,123,0.34,1.48
丸田,東京ダート1600m,6,3,8,141,1.56,0.6
丸田,東京ダート2100m,2,2,4,60,0.11,0.36
丸田,東京芝1400m,2,2,1,56,0.5,0.5
丸田,東京芝1600m,3,0,2,77,2.31,0.67
丸田,東京芝1800m,1,1,1,54,0.16,0.1
丸田,東京芝2000m,0,1,0,25,0.0,0.05
丸田,東京芝2400m,0,2,3,22,0.0,0.84
丸田,東京芝2500m,0,0,0,1,0.0,0.0
丸田,東京芝3400m,0,0,0,2,0.0,0.0
丸田,福島ダート1150m,1,2,1,53,0.06,0.12
丸田,福島ダート1700m,2,1,3,73,0.23,0.27
丸田,福島ダート2400m,0,1,0,4,0.0,0.38
丸田,福島芝1200m,3,12,5,66,0.42,1.02
丸田,福島芝1800m,2,2,1,39,0.22,0.34
丸田,福島芝2000m,1,4,3,26,0.15,1.8
丸田,福島芝2600m,2,1,1,16,0.39,0.75
丸田,阪神ダート1400m,0,0,1,3,0.0,1.25
丸田,阪神ダート1800m,0,0,0,6,0.0,0.0
丸田,阪神ダート2000m,0,0,0,2,0.0,0.0
丸田,阪神芝1200m,1,2,0,4,0.61,1.41
丸田,阪神芝1400m,0,0,0,2,0.0,0.0
丸田,阪神芝1600m,0,0,0,1,0.0,0.0
丸田,阪神芝1800m,0,0,0,2,0.0,0.0
丸田,阪神芝2000m,0,0,0,2,0.0,0.0
丸田,阪神芝2200m,0,0,0,1,0.0,0.0
丸田,阪神芝2600m,0,0,0,1,0.0,0.0
勝浦正,中京ダート1200m,0,1,0,6,0.0,0.53
勝浦正,中京ダート1400m,0,0,0,5,0.0,0.0
勝浦正,中京ダート1800m,0,0,0,3,0.0,0.0
勝浦正,中京ダート1900m,0,0,0,1,0.0,0.0
勝浦正,中京芝1200m,0,0,0,2,0.0,0.0
勝浦正,中京芝1400m,0,0,1,2,0.0,0.77
勝浦正,中京芝1600m,0,0,0,1,0.0,0.0
勝浦正,中京芝2000m,0,0,0,4,0.0,0.0
勝浦正,中京芝2200m,0,0,0,4,0.0,0.0
勝浦正,中山ダート1200m,5,3,3,77,1.68,0.44
勝浦正,中山ダート1800m,5,5,3,81,2.54,1.43
勝浦正,中山ダート2400m,0,1,1,12,0.0,0.27
勝浦正,中山芝1200m,2,4,1,29,0.57,1.2
勝浦正,中山芝1600m,1,0,1,36,0.1,0.12
勝浦正,中山芝1800m,0,0,0,17,0.0,0.0
勝浦正,中山芝2000m,0,1,0,22,0.0,0.72
勝浦正,中山芝2200m,0,1,0,6,0.0,0.16
勝浦正,中山芝2500m,0,0,0,4,0.0,0.0
勝浦正,京都芝1200m,0,0,0,1,0.0,0.0
勝浦正,函館ダート1000m,1,1,3,27,0.08,0.4
勝浦正,函館ダート1700m,2,3,0,45,0.18,0.22
勝浦正,函館ダート2400m,0,0,0,3,0.0,0.0
勝浦正,函館芝1000m,0,0,0,1,0.0,0.0
勝浦正,函館芝1200m,3,5,3,49,1.71,1.18
勝浦正,函館芝1800m,1,2,1,17,0.29,0.4
勝浦正,函館芝2000m,1,3,2,16,0.64,1.97
勝浦正,函館芝2600m,0,0,0,7,0.0,0.0
勝浦正,小倉ダート1000m,1,0,1,23,0.18,0.28
勝浦正,小倉ダート1700m,2,4,2,68,0.12,0.84
勝浦正,小倉ダート2400m,1,1,0,2,0.95,2.45
勝浦正,小倉芝1200m,3,8,7,96,0.24,0.58
勝浦正,小倉芝1800m,3,2,1,41,0.51,0.55
勝浦正,小倉芝2000m,0,1,3,30,0.0,0.64
勝浦正,小倉芝2600m,1,0,4,11,0.53,0.89
勝浦正,新潟ダート1200m,1,2,2,30,0.18,0.33
勝浦正,新潟ダート1800m,1,3,4,30,0.21,0.73
勝浦正,新潟ダート2500m,0,0,1,1,0.0,9.8
勝浦正,新潟芝1000m,0,1,0,16,0.0,0.12
勝浦正,新潟芝1200m,2,0,3,19,0.64,1.79
勝浦正,新潟芝1400m,0,0,1,7,0.0,0.21
勝浦正,新潟芝1600m,0,0,0,7,0.0,0.0
勝浦正,新潟芝1800m,1,1,3,17,0.36,1.07
勝浦正,新潟芝2000m,1,2,0,19,0.24,0.48
勝浦正,新潟芝2200m,0,0,0,2,0.0,0.0
勝浦正,新潟芝2400m,2,0,0,5,3.81,0.81
勝浦正,札幌ダート1000m,1,1,2,16,0.37,0.53
勝浦正,札幌ダート1700m,1,4,5,51,0.2,1.24
勝浦正,札幌ダート2400m,2,0,0,2,3.22,1.15
勝浦正,札幌芝1200m,2,5,3,45,0.77,0.85
勝浦正,札幌芝1500m,0,1,1,21,0.0,0.35
勝浦正,札幌芝1800m,0,1,2,10,0.0,1.59
勝浦正,札幌芝2000m,0,1,2,18,0.0,1.22
勝浦正,札幌芝2600m,0,0,0,4,0.0,0.0
勝浦正,東京ダート1300m,0,0,0,2,0.0,0.0
勝浦正,東京ダート1400m,1,0,0,9,1.1,0.28
勝浦正,東京ダート1600m,0,0,1,9,0.0,0.37
勝浦正,東京ダート2100m,0,0,0,2,0.0,0.0
勝浦正,東京芝1400m,1,1,1,8,0.45,1.23
勝浦正,東京芝1600m,1,0,0,10,16.22,2.42
勝浦正,東京芝1800m,0,0,0,5,0.0,0.0
勝浦正,東京芝2000m,0,1,0,3,0.0,1.45
勝浦正,東京芝2400m,0,0,0,1,0.0,0.0
勝浦正,福島ダート1150m,0,1,2,27,0.0,0.18
勝浦正,福島ダート1700m,1,3,3,29,0.15,0.7
勝浦正,福島ダート2400m,0,0,0,2,0.0,0.0
勝浦正,福島芝1200m,5,2,3,45,0.64,0.57
勝浦正,福島芝1800m,2,2,1,18,1.15,1.08
勝浦正,福島芝2000m,2,0,2,27,0.3,1.05
勝浦正,福島芝2600m,0,0,1,8,0.0,0.26
勝浦正,阪神ダート1400m,0,0,0,1,0.0,0.0
勝浦正,阪神ダート1800m,0,0,0,2,0.0,0.0
勝浦正,阪神芝1400m,0,0,0,3,0.0,0.0
勝浦正,阪神芝1800m,0,0,0,1,0.0,0.0
勝浦正,阪神芝2000m,0,0,1,0,0.0,2.6
西村淳,中京ダート1200m,8,9,11,70,0.3,0.83
西村淳,中京ダート1400m,12,10,14,125,0.84,0.63
西村淳,中京ダート1800m,23,14,12,144,1.35,0.74
西村淳,中京ダート1900m,3,6,12,45,0.23,0.89
西村淳,中京芝1200m,5,4,2,42,0.86,0.59
西村淳,中京芝1400m,7,8,4,61,0.46,0.49
西村淳,中京芝1600m,13,9,6,76,0.66,0.76
西村淳,中京芝2000m,10,10,4,97,2.79,0.72
西村淳,中京芝2200m,5,7,2,41,0.54,0.57
西村淳,中京芝3000m,1,0,0,3,0.75,0.42
西村淳,中山ダート1200m,0,2,0,30,0.0,0.12
西村淳,中山ダート1800m,2,4,2,28,0.28,0.96
西村淳,中山ダート2400m,0,0,0,2,0.0,0.0
西村淳,中山芝1200m,2,0,1,10,0.93,0.61
西村淳,中山芝1600m,2,0,1,14,1.05,0.41
西村淳,中山芝1800m,0,0,1,13,0.0,0.16
西村淳,中山芝2000m,2,0,1,19,0.45,0.43
西村淳,中山芝2200m,0,1,0,6,0.0,0.26
西村淳,中山芝2500m,0,0,0,2,0.0,0.0
西村淳,中山芝3600m,0,0,0,1,0.0,0.0
西村淳,京都ダート1200m,4,6,5,62,0.72,0.96
西村淳,京都ダート1400m,5,2,8,63,1.08,0.7
西村淳,京都ダート1800m,9,10,6,99,0.55,0.68
西村淳,京都ダート1900m,3,4,4,28,0.46,0.77
西村淳,京都芝1200m,1,2,4,10,0.19,1.63
西村淳,京都芝1400m,4,2,7,35,0.33,0.67
西村淳,京都芝1600m,9,9,12,55,0.54,0.87
西村淳,京都芝1800m,4,9,7,30,0.33,0.92
西村淳,京都芝2000m,4,8,3,42,0.24,0.64
西村淳,京都芝2200m,1,4,1,16,0.21,0.41
西村淳,京都芝2400m,0,1,0,11,0.0,0.09
西村淳,京都芝3000m,0,0,0,5,0.0,0.0
西村淳,函館ダート1000m,0,0,0,3,0.0,0.0
西村淳,函館ダート1700m,0,2,2,8,0.0,1.36
西村淳,函館芝1200m,1,2,2,10,0.18,0.83
西村淳,函館芝1800m,2,1,0,7,1.5,0.6
西村淳,函館芝2000m,2,1,1,7,0.79,1.61
西村淳,函館芝2600m,0,0,1,1,0.0,0.8
西村淳,小倉ダート1000m,6,11,9,63,0.31,0.89
西村淳,小倉ダート1700m,14,16,12,167,0.41,0.52
西村淳,小倉ダート2400m,1,0,2,6,0.26,0.92
西村淳,小倉芝1200m,22,8,17,176,0.74,0.71
西村淳,小倉芝1800m,17,14,14,113,0.96,0.73
西村淳,小倉芝2000m,12,21,11,98,0.61,0.94
西村淳,小倉芝2600m,3,0,3,28,0.58,0.37
西村淳,新潟ダート1200m,5,7,5,53,0.31,0.63
西村淳,新潟ダート1800m,13,10,5,87,0.79,0.7
西村淳,新潟ダート2500m,0,0,1,1,0.0,0.85
西村淳,新潟芝1000m,1,2,3,15,0.24,1.62
西村淳,新潟芝1200m,3,2,1,23,0.74,0.6
西村淳,新潟芝1400m,1,3,2,17,1.79,0.69
西村淳,新潟芝1600m,2,2,5,29,0.23,0.76
西村淳,新潟芝1800m,3,2,3,29,0.35,0.47
西村淳,新潟芝2000m,8,2,2,29,1.13,0.57
西村淳,新潟芝2200m,1,0,0,10,1.95,0.56
西村淳,新潟芝2400m,1,0,0,4,0.6,0.28
西村淳,札幌ダート1000m,0,0,0,1,0.0,0.0
西村淳,札幌ダート1700m,1,2,0,16,0.67,0.33
西村淳,札幌芝1200m,0,1,0,7,0.0,0.55
西村淳,札幌芝1500m,0,0,0,7,0.0,0.0
西村淳,札幌芝1800m,0,0,0,6,0.0,0.0
西村淳,札幌芝2000m,0,1,0,5,0.0,1.15
西村淳,札幌芝2600m,1,0,0,3,1.3,0.33
西村淳,東京ダート1300m,0,0,0,3,0.0,0.0
西村淳,東京ダート1400m,0,0,2,19,0.0,0.92
西村淳,東京ダート1600m,1,4,2,25,0.07,0.56
西村淳,東京ダート2100m,1,0,0,10,1.41,0.35
西村淳,東京芝1400m,0,2,0,10,0.0,2.0
西村淳,東京芝1600m,0,1,1,19,0.0,0.28
西村淳,東京芝1800m,1,1,3,10,1.17,1.42
西村淳,東京芝2000m,0,0,0,5,0.0,0.0
