騎手名,コース,1着,2着,3着,4着以下,単勝回収率,複勝回収率
山中悠,新潟芝1800m,0,0,0,1,0.0,0.0
山中悠,東京芝1400m,0,0,0,1,0.0,0.0
松井伸,札幌芝1200m,0,0,0,2,0.0,0.0
松井伸,札幌芝1500m,0,0,0,1,0.0,0.0
浜中俊,中京ダート1200m,0,1,1,20,0.0,0.14
浜中俊,中京ダート1400m,7,3,0,48,0.51,0.32
浜中俊,中京ダート1800m,7,11,2,48,0.52,0.62
浜中俊,中京ダート1900m,2,1,2,15,0.51,0.54
浜中俊,中京芝1200m,1,7,2,26,0.35,1.1
浜中俊,中京芝1400m,3,1,3,27,0.59,0.58
浜中俊,中京芝1600m,4,2,3,37,0.46,0.37
浜中俊,中京芝2000m,5,6,6,45,1.11,0.72
浜中俊,中京芝2200m,3,2,4,22,0.69,0.67
浜中俊,中京芝3000m,1,0,0,2,1.13,0.53
浜中俊,中山ダート1200m,0,2,1,10,0.0,0.89
浜中俊,中山ダート1800m,1,3,5,16,0.23,0.91
浜中俊,中山ダート2400m,0,0,0,2,0.0,0.0
浜中俊,中山芝1200m,2,1,0,9,0.4,0.73
浜中俊,中山芝1600m,3,1,0,9,1.25,0.84
浜中俊,中山芝1800m,2,1,0,5,0.86,0.5
浜中俊,中山芝2000m,1,0,1,4,0.3,0.53
浜中俊,中山芝2200m,0,1,0,3,0.0,0.38
浜中俊,中山芝2500m,0,3,0,6,0.0,1.01
浜中俊,中山芝3600m,0,1,0,1,0.0,1.1
浜中俊,京都ダート1200m,4,1,2,27,0.82,0.53
浜中俊,京都ダート1400m,1,3,4,24,0.16,1.13
浜中俊,京都ダート1800m,1,2,4,35,0.11,0.37
浜中俊,京都ダート1900m,0,0,2,10,0.0,0.39
浜中俊,京都芝1200m,1,1,1,15,0.12,0.64
浜中俊,京都芝1400m,3,7,2,25,0.25,0.59
浜中俊,京都芝1600m,5,2,2,38,0.79,0.68
浜中俊,京都芝1800m,2,4,1,19,0.71,0.6
浜中俊,京都芝2000m,4,2,1,20,0.62,0.72
浜中俊,京都芝2200m,0,1,0,6,0.0,0.26
浜中俊,京都芝2400m,3,5,0,13,0.5,0.54
浜中俊,京都芝3000m,0,1,0,2,0.0,0.37
浜中俊,京都芝3200m,0,0,0,4,0.0,0.0
浜中俊,函館ダート1000m,1,2,2,5,0.44,0.82
浜中俊,函館ダート1700m,5,3,0,29,1.49,0.55
浜中俊,函館ダート2400m,0,0,0,1,0.0,0.0
浜中俊,函館芝1000m,0,0,0,1,0.0,0.0
浜中俊,函館芝1200m,7,6,3,50,0.81,0.6
浜中俊,函館芝1800m,4,2,3,24,0.9,0.95
浜中俊,函館芝2000m,0,1,1,14,0.0,0.2
浜中俊,函館芝2600m,0,0,0,3,0.0,0.0
浜中俊,小倉ダート1000m,4,1,0,15,1.05,0.47
浜中俊,小倉ダート1700m,15,9,9,74,1.0,0.82
浜中俊,小倉ダート2400m,1,0,0,3,0.55,0.4
浜中俊,小倉芝1200m,8,6,10,85,0.5,0.55
浜中俊,小倉芝1800m,4,11,5,52,0.24,0.54
浜中俊,小倉芝2000m,8,7,8,47,0.49,0.62
浜中俊,小倉芝2600m,1,1,1,14,0.11,0.22
浜中俊,新潟ダート1200m,0,1,1,3,0.0,0.62
浜中俊,新潟ダート1800m,1,1,0,7,0.28,0.3
浜中俊,新潟芝1000m,1,0,0,2,0.63,0.4
浜中俊,新潟芝1400m,1,0,0,6,0.51,0.23
浜中俊,新潟芝1600m,0,0,1,3,0.0,0.38
浜中俊,新潟芝1800m,2,0,1,4,1.19,1.07
浜中俊,新潟芝2000m,0,1,2,7,0.0,0.98
浜中俊,新潟芝2400m,0,0,0,1,0.0,0.0
浜中俊,札幌ダート1000m,0,0,0,5,0.0,0.0
浜中俊,札幌ダート1700m,5,4,1,40,0.67,0.68
浜中俊,札幌ダート2400m,0,1,0,1,0.0,0.65
浜中俊,札幌芝1200m,5,4,2,31,0.88,0.95
浜中俊,札幌芝1500m,3,7,5,34,0.46,0.9
浜中俊,札幌芝1800m,2,1,3,25,0.38,0.37
浜中俊,札幌芝2000m,4,4,4,33,1.08,1.33
浜中俊,札幌芝2600m,1,2,2,13,0.32,0.43
浜中俊,東京ダート1300m,0,0,1,2,0.0,0.57
浜中俊,東京ダート1400m,0,1,1,14,0.0,0.53
浜中俊,東京ダート1600m,0,2,1,17,0.0,0.31
浜中俊,東京ダート2100m,0,1,0,8,0.0,0.12
浜中俊,東京芝1400m,3,0,2,13,3.32,1.08
浜中俊,東京芝1600m,1,0,3,12,0.99,0.94
浜中俊,東京芝1800m,1,2,1,11,0.47,0.83
浜中俊,東京芝2000m,0,0,4,7,0.0,0.67
浜中俊,東京芝2300m,0,0,0,1,0.0,0.0
浜中俊,東京芝2400m,0,0,0,4,0.0,0.0
浜中俊,東京芝2500m,0,0,0,1,0.0,0.0
浜中俊,阪神ダート1200m,7,5,4,51,0.8,0.55
浜中俊,阪神ダート1400m,7,5,8,80,1.09,0.62
浜中俊,阪神ダート1800m,12,10,10,97,0.95,0.69
浜中俊,阪神ダート2000m,3,1,1,17,2.11,0.7
浜中俊,阪神芝1200m,0,2,0,21,0.0,0.15
浜中俊,阪神芝1400m,4,4,6,47,1.0,0.96
浜中俊,阪神芝1600m,7,3,6,74,0.76,0.51
浜中俊,阪神芝1800m,3,1,3,37,0.66,0.5
浜中俊,阪神芝2000m,4,7,5,42,0.4,0.5
浜中俊,阪神芝2200m,0,1,2,16,0.0,0.8
浜中俊,阪神芝2400m,1,3,2,16,0.08,0.6
浜中俊,阪神芝2600m,0,0,0,1,0.0,0.0
浜中俊,阪神芝3000m,0,0,0,4,0.0,0.0
佐藤翔,東京芝2000m,0,0,0,1,0.0,0.0
ギュイ,東京ダート1400m,0,0,0,1,0.0,0.0
ギュイ,東京ダート1600m,0,0,0,1,0.0,0.0
ギュイ,東京芝1400m,0,0,0,1,0.0,0.0
ギュイ,東京芝1600m,1,0,0,3,1.1,0.4
ギュイ,東京芝2000m,0,0,0,2,0.0,0.0
ギュイ,東京芝2400m,1,0,0,2,0.7,0.4
小谷周,阪神芝1200m,0,0,0,1,0.0,0.0
秋山,京都ダート1200m,1,0,0,2,2.3,0.6
秋山,京都ダート1400m,0,0,0,5,0.0,0.0
秋山,京都ダート1800m,0,0,0,3,0.0,0.0
秋山,京都ダート1900m,0,0,0,1,0.0,0.0
秋山,京都芝1200m,0,1,0,2,0.0,0.6
秋山,京都芝1400m,0,0,0,1,0.0,0.0
秋山,京都芝1600m,0,0,0,3,0.0,0.0
秋山,京都芝1800m,0,0,0,1,0.0,0.0
秋山,京都芝2000m,1,0,0,5,15.55,2.15
秋山,京都芝2200m,0,0,0,1,0.0,0.0
秋山,京都芝2400m,0,0,0,1,0.0,0.0
秋山,小倉ダート1700m,0,0,0,2,0.0,0.0
秋山,小倉芝1200m,0,0,0,5,0.0,0.0
秋山,小倉芝1800m,0,0,1,0,0.0,2.2
秋山,小倉芝2000m,0,1,0,2,0.0,0.6
秋山,東京ダート1600m,0,0,0,1,0.0,0.0
秋山,東京芝2000m,0,0,0,1,0.0,0.0
植野貴,中京芝3000m,2,3,0,12,1.0,0.71
植野貴,中京芝3300m,0,0,0,2,0.0,0.0
植野貴,中京芝3330m,0,1,0,2,0.0,3.1
植野貴,中京芝3900m,0,0,0,2,0.0,0.0
植野貴,中山芝2880m,2,1,2,6,0.9,1.26
植野貴,中山芝3200m,0,0,1,2,0.0,1.0
植野貴,中山芝3210m,1,0,0,3,2.33,0.7
植野貴,中山芝3570m,0,0,0,2,0.0,0.0
植野貴,中山芝4100m,0,0,2,1,0.0,2.03
植野貴,中山芝4250m,0,0,1,0,0.0,2.0
植野貴,京都芝2910m,1,0,1,6,3.71,1.16
植野貴,京都芝3170m,0,0,0,3,0.0,0.0
植野貴,京都芝3930m,0,0,0,1,0.0,0.0
植野貴,小倉芝2860m,6,1,1,30,1.54,0.54
植野貴,小倉芝3390m,1,0,2,7,0.23,0.72
植野貴,新潟芝2850m,0,0,0,4,0.0,0.0
植野貴,新潟芝2890m,0,0,4,14,0.0,0.44
植野貴,新潟芝3250m,0,0,0,2,0.0,0.0
植野貴,新潟芝3290m,0,0,0,2,0.0,0.0
植野貴,東京芝3000m,0,0,0,4,0.0,0.0
植野貴,東京芝3100m,0,0,0,2,0.0,0.0
植野貴,東京芝3110m,0,0,0,4,0.0,0.0
植野貴,福島芝2750m,0,1,1,16,0.0,0.35
植野貴,福島芝2770m,1,1,0,10,1.63,1.25
植野貴,福島芝3350m,0,0,0,2,0.0,0.0
植野貴,福島芝3380m,0,0,0,1,0.0,0.0
植野貴,阪神芝2970m,1,1,3,13,1.93,0.96
植野貴,阪神芝3110m,0,2,1,8,0.0,1.17
植野貴,阪神芝3140m,0,0,0,5,0.0,0.0
富田暁,中京ダート1200m,5,6,3,56,0.55,0.63
富田暁,中京ダート1400m,4,5,4,80,0.21,0.57
富田暁,中京ダート1800m,4,8,13,98,0.44,0.78
富田暁,中京ダート1900m,6,3,4,41,0.83,0.92
富田暁,中京芝1200m,0,5,3,26,0.0,1.15
富田暁,中京芝1400m,2,0,4,28,0.35,0.71
富田暁,中京芝1600m,2,2,5,46,0.16,1.16
富田暁,中京芝2000m,1,2,2,55,0.07,0.33
富田暁,中京芝2200m,3,1,1,28,0.56,0.4
富田暁,中京芝3000m,0,0,0,1,0.0,0.0
富田暁,中山ダート1200m,0,0,0,8,0.0,0.0
富田暁,中山ダート1800m,0,0,1,6,0.0,0.89
富田暁,中山ダート2400m,0,1,0,1,0.0,0.75
富田暁,中山芝1200m,0,0,0,6,0.0,0.0
富田暁,中山芝1600m,0,0,0,5,0.0,0.0
富田暁,中山芝1800m,0,0,0,2,0.0,0.0
富田暁,中山芝2000m,0,0,0,3,0.0,0.0
富田暁,中山芝2200m,0,0,0,2,0.0,0.0
富田暁,中山芝3600m,0,0,0,1,0.0,0.0
富田暁,京都ダート1200m,0,1,4,22,0.0,0.91
富田暁,京都ダート1400m,1,2,0,21,0.23,0.22
富田暁,京都ダート1800m,2,2,3,36,0.3,0.45
富田暁,京都ダート1900m,0,0,0,7,0.0,0.0
富田暁,京都芝1200m,0,0,0,7,0.0,0.0
富田暁,京都芝1400m,0,0,0,10,0.0,0.0
富田暁,京都芝1600m,0,0,1,10,0.0,0.32
富田暁,京都芝1800m,1,1,0,14,0.29,0.17
富田暁,京都芝2000m,0,0,0,8,0.0,0.0
富田暁,京都芝2200m,0,1,0,5,0.0,1.37
富田暁,京都芝2400m,0,0,0,1,0.0,0.0
富田暁,京都芝3000m,0,0,0,1,0.0,0.0
富田暁,函館ダート1000m,1,2,1,13,0.59,0.42
富田暁,函館ダート1700m,3,1,1,29,1.22,0.78
富田暁,函館ダート2400m,0,0,0,1,0.0,0.0
富田暁,函館芝1000m,0,1,0,1,0.0,0.75
富田暁,函館芝1200m,1,0,4,28,0.07,0.99
富田暁,函館芝1800m,0,0,0,13,0.0,0.0
富田暁,函館芝2000m,2,1,2,9,1.31,1.1
富田暁,函館芝2600m,1,0,1,3,12.02,3.3
富田暁,小倉ダート1000m,4,1,2,51,0.67,0.27
富田暁,小倉ダート1700m,10,8,11,139,0.85,0.88
富田暁,小倉ダート2400m,1,0,1,4,6.22,1.77
富田暁,小倉芝1200m,10,11,9,162,0.54,0.6
富田暁,小倉芝1800m,4,3,5,83,0.32,0.27
富田暁,小倉芝2000m,3,3,8,79,0.13,0.5
富田暁,小倉芝2600m,0,2,2,25,0.0,0.48
富田暁,新潟ダート1200m,4,2,4,56,0.48,0.42
富田暁,新潟ダート1800m,2,5,6,70,0.31,0.39
富田暁,新潟ダート2500m,0,0,0,1,0.0,0.0
富田暁,新潟芝1000m,0,3,2,15,0.0,0.93
富田暁,新潟芝1200m,2,2,2,21,0.22,0.54
富田暁,新潟芝1400m,1,1,3,16,0.3,0.87
富田暁,新潟芝1600m,1,0,0,18,0.32,0.08
富田暁,新潟芝1800m,2,2,0,26,1.84,0.47
富田暁,新潟芝2000m,3,0,1,21,0.8,0.33
富田暁,新潟芝2200m,0,0,1,5,0.0,0.32
富田暁,新潟芝2400m,0,2,0,7,0.0,0.53
富田暁,札幌ダート1000m,1,1,0,8,0.48,0.69
富田暁,札幌ダート1700m,4,2,4,47,0.79,0.8
富田暁,札幌ダート2400m,0,0,1,1,0.0,0.95
富田暁,札幌芝1200m,0,0,1,19,0.0,0.17
富田暁,札幌芝1500m,0,1,0,9,0.0,0.17
富田暁,札幌芝1800m,0,0,2,7,0.0,0.9
富田暁,札幌芝2000m,1,0,1,21,4.55,1.46
富田暁,札幌芝2600m,0,2,1,10,0.0,0.58
富田暁,東京ダート1400m,0,0,0,2,0.0,0.0
富田暁,東京ダート1600m,0,0,0,3,0.0,0.0
富田暁,東京ダート2100m,0,0,0,2,0.0,0.0
富田暁,東京芝1400m,0,0,0,2,0.0,0.0
富田暁,東京芝1800m,0,0,0,1,0.0,0.0
富田暁,東京芝2000m,0,0,0,2,0.0,0.0
富田暁,東京芝2400m,0,1,0,2,0.0,0.73
富田暁,東京芝2500m,0,0,0,1,0.0,0.0
富田暁,福島ダート1150m,2,3,1,21,0.3,0.57
富田暁,福島ダート1700m,3,2,0,40,0.46,0.18
富田暁,福島ダート2400m,1,1,0,4,0.93,0.62
富田暁,福島芝1200m,5,4,1,45,2.73,1.03
富田暁,福島芝1800m,0,5,1,22,0.0,0.51
富田暁,福島芝2000m,3,1,3,14,1.75,1.08
富田暁,福島芝2600m,2,1,0,15,0.82,0.37
富田暁,阪神ダート1200m,4,4,5,64,0.62,0.71
富田暁,阪神ダート1400m,1,4,2,72,0.23,0.24
富田暁,阪神ダート1800m,7,6,11,112,0.61,0.76
富田暁,阪神ダート2000m,0,2,1,23,0.0,0.4
富田暁,阪神芝1200m,2,1,2,17,5.3,1.25
富田暁,阪神芝1400m,1,0,2,27,0.22,1.55
富田暁,阪神芝1600m,0,1,4,49,0.0,0.82
富田暁,阪神芝1800m,3,0,0,26,1.78,0.58
富田暁,阪神芝2000m,2,0,1,28,2.36,0.37
富田暁,阪神芝2200m,1,1,0,8,1.7,0.91
富田暁,阪神芝2400m,1,0,1,12,1.49,0.28
富田暁,阪神芝2600m,0,0,0,1,0.0,0.0
富田暁,阪神芝3200m,0,0,0,1,0.0,0.0
三津谷,中京ダート1200m,0,0,0,3,0.0,0.0
三津谷,中京ダート1400m,0,0,0,2,0.0,0.0
三津谷,中京芝1200m,0,0,0,1,0.0,0.0
三津谷,中京芝2200m,0,0,0,1,0.0,0.0
三津谷,中京芝3000m,0,2,0,2,0.0,2.77
三津谷,中京芝3900m,1,0,0,1,5.1,0.9
三津谷,中山芝3200m,0,0,0,1,0.0,0.0
三津谷,中山芝3350m,0,0,0,1,0.0,0.0
三津谷,京都ダート1200m,0,0,0,2,0.0,0.0
三津谷,京都ダート1400m,0,0,0,3,0.0,0.0
三津谷,京都ダート1800m,0,0,0,5,0.0,0.0
三津谷,京都芝1600m,0,0,0,2,0.0,0.0
三津谷,京都芝1800m,0,0,0,1,0.0,0.0
三津谷,京都芝2200m,0,0,1,1,0.0,1.85
三津谷,京都芝2400m,0,0,0,1,0.0,0.0
三津谷,京都芝2910m,0,0,0,1,0.0,0.0
三津谷,小倉ダート1000m,0,0,0,2,0.0,0.0
三津谷,小倉ダート1700m,0,0,0,4,0.0,0.0
三津谷,小倉芝1200m,0,0,0,3,0.0,0.0
三津谷,小倉芝1800m,0,0,1,0,0.0,1.3
三津谷,小倉芝2000m,0,0,0,2,0.0,0.0
三津谷,小倉芝2600m,0,0,1,0,0.0,10.6
三津谷,小倉芝2860m,0,1,0,5,0.0,0.35
三津谷,小倉芝3390m,0,0,0,3,0.0,0.0
三津谷,新潟芝1200m,0,0,0,1,0.0,0.0
三津谷,新潟芝1800m,0,0,0,1,0.0,0.0
三津谷,新潟芝2000m,0,0,0,1,0.0,0.0
三津谷,新潟芝2400m,0,0,0,1,0.0,0.0
三津谷,新潟芝2890m,1,0,0,1,3.3,1.05
三津谷,東京芝1600m,0,0,0,1,0.0,0.0
三津谷,東京芝3000m,0,0,1,0,0.0,1.2
三津谷,東京芝3110m,0,0,0,2,0.0,0.0
三津谷,福島ダート1700m,0,0,0,3,0.0,0.0
三津谷,福島芝1200m,0,0,0,1,0.0,0.0
三津谷,福島芝2000m,0,0,0,1,0.0,0.0
三津谷,阪神ダート1400m,0,0,0,1,0.0,0.0
三津谷,阪神ダート1800m,0,0,0,2,0.0,0.0
三津谷,阪神芝1600m,0,0,0,1,0.0,0.0
三津谷,阪神芝1800m,0,1,1,2,0.0,2.3
三津谷,阪神芝2000m,0,0,0,1,0.0,0.0
三津谷,阪神芝2400m,0,0,0,2,0.0,0.0
三津谷,阪神芝2970m,0,0,0,2,0.0,0.0
三浦皇,中京ダート1200m,0,0,1,9,0.0,0.42
三浦皇,中京ダート1400m,4,1,1,17,0.75,0.53
三浦皇,中京ダート1800m,4,5,1,21,1.12,0.9
三浦皇,中京ダート1900m,0,0,1,6,0.0,0.19
三浦皇,中京芝1200m,1,1,0,8,0.3,0.3
三浦皇,中京芝1400m,0,0,1,9,0.0,0.31
三浦皇,中京芝1600m,0,0,1,18,0.0,0.11
三浦皇,中京芝2000m,1,2,0,13,0.31,0.32
三浦皇,中京芝2200m,0,0,1,5,0.0,0.18
三浦皇,中山ダート1200m,35,31,31,241,0.48,0.69
三浦皇,中山ダート1800m,35,42,31,281,0.52,0.59
三浦皇,中山ダート2400m,2,1,0,16,0.46,0.53
三浦皇,中山ダート2500m,0,1,0,1,0.0,0.8
三浦皇,中山芝1200m,4,11,6,78,0.72,0.58
三浦皇,中山芝1600m,11,25,17,142,0.4,0.74
三浦皇,中山芝1800m,9,9,9,77,0.43,0.54
三浦皇,中山芝2000m,8,10,13,100,0.93,0.74
三浦皇,中山芝2200m,1,4,4,42,0.2,0.44
三浦皇,中山芝2500m,1,2,2,17,0.18,0.55
三浦皇,中山芝3600m,0,0,0,1,0.0,0.0
三浦皇,京都ダート1200m,0,0,0,1,0.0,0.0
三浦皇,京都ダート1400m,0,0,0,2,0.0,0.0
三浦皇,京都ダート1800m,2,0,0,6,3.05,0.68
三浦皇,京都ダート1900m,1,0,0,5,1.22,0.33
三浦皇,京都芝1200m,0,1,1,3,0.0,0.86
三浦皇,京都芝1400m,1,0,0,3,3.98,1.07
三浦皇,京都芝1600m,0,0,1,2,0.0,0.47
三浦皇,京都芝1800m,0,0,0,1,0.0,0.0
三浦皇,京都芝2000m,0,0,0,1,0.0,0.0
三浦皇,京都芝2200m,0,0,0,2,0.0,0.0
三浦皇,京都芝3000m,0,0,0,1,0.0,0.0
三浦皇,京都芝3200m,0,0,0,1,0.0,0.0
三浦皇,函館芝1200m,0,0,0,1,0.0,0.0
三浦皇,函館芝2000m,0,0,0,1,0.0,0.0
三浦皇,新潟ダート1200m,5,7,4,51,0.32,0.5
三浦皇,新潟ダート1800m,7,6,4,65,0.3,0.42
三浦皇,新潟芝1000m,1,2,4,18,0.46,0.68
三浦皇,新潟芝1200m,0,3,0,15,0.0,0.46
三浦皇,新潟芝1400m,2,6,2,29,0.23,0.46
三浦皇,新潟芝1600m,6,5,2,58,0.88,0.46
三浦皇,新潟芝1800m,5,9,3,43,0.32,0.53
三浦皇,新潟芝2000m,5,0,2,35,0.64,0.46
三浦皇,新潟芝2200m,0,4,0,18,0.0,0.25
三浦皇,新潟芝2400m,0,1,0,4,0.0,0.28
三浦皇,札幌ダート1700m,0,0,0,3,0.0,0.0
三浦皇,札幌芝1200m,0,0,0,1,0.0,0.0
三浦皇,札幌芝1500m,0,0,0,1,0.0,0.0
三浦皇,札幌芝1800m,0,0,0,1,0.0,0.0
三浦皇,札幌芝2000m,0,0,0,1,0.0,0.0
三浦皇,東京ダート1300m,6,4,6,43,0.48,0.53
三浦皇,東京ダート1400m,27,23,21,197,0.72,0.61
三浦皇,東京ダート1600m,23,38,29,245,0.55,0.63
三浦皇,東京ダート2100m,6,8,12,64,0.36,0.82
三浦皇,東京芝1400m,12,16,11,132,0.82,0.69
三浦皇,東京芝1600m,9,16,11,163,0.57,0.54
三浦皇,東京芝1800m,6,13,10,115,0.89,0.55
三浦皇,東京芝2000m,8,10,8,83,0.76,0.62
三浦皇,東京芝2300m,0,0,0,3,0.0,0.0
三浦皇,東京芝2400m,6,6,6,53,0.42,0.61
三浦皇,東京芝2500m,0,0,0,4,0.0,0.0
三浦皇,東京芝3400m,1,0,0,3,4.3,0.82
三浦皇,福島ダート1150m,6,5,5,36,0.48,0.92
三浦皇,福島ダート1700m,6,13,14,63,0.42,0.76
三浦皇,福島ダート2400m,0,0,1,0,0.0,1.5
三浦皇,福島芝1200m,7,10,7,51,0.41,0.65
三浦皇,福島芝1800m,4,13,9,56,0.36,0.74
三浦皇,福島芝2000m,5,3,4,36,0.54,0.73
三浦皇,福島芝2600m,1,2,3,10,1.47,0.79
三浦皇,阪神ダート1200m,2,0,1,5,2.36,0.74
三浦皇,阪神ダート1400m,3,0,1,11,3.33,1.39
三浦皇,阪神ダート1800m,1,0,2,10,0.11,0.28
三浦皇,阪神ダート2000m,1,0,0,5,1.0,0.35
三浦皇,阪神芝1200m,0,0,0,4,0.0,0.0
三浦皇,阪神芝1400m,0,1,1,7,0.0,0.58
三浦皇,阪神芝1600m,2,0,0,14,0.74,0.32
三浦皇,阪神芝1800m,0,0,1,6,0.0,0.29
三浦皇,阪神芝2000m,1,0,0,7,0.51,0.17
三浦皇,阪神芝2200m,0,0,0,2,0.0,0.0
三浦皇,阪神芝2400m,0,0,0,2,0.0,0.0
城戸義,中京ダート1200m,0,0,2,36,0.0,0.98
城戸義,中京ダート1400m,0,1,0,29,0.0,0.07
城戸義,中京ダート1800m,2,3,1,39,0.42,1.52
城戸義,中京ダート1900m,1,1,1,13,0.57,0.46
城戸義,中京芝1200m,0,0,0,18,0.0,0.0
城戸義,中京芝1400m,0,0,0,6,0.0,0.0
城戸義,中京芝1600m,0,0,0,9,0.0,0.0
城戸義,中京芝2000m,0,0,0,13,0.0,0.0
城戸義,中京芝2200m,0,0,0,11,0.0,0.0
城戸義,中山ダート1800m,0,0,0,2,0.0,0.0
城戸義,中山ダート2400m,0,0,0,1,0.0,0.0
城戸義,中山芝1200m,0,0,0,2,0.0,0.0
城戸義,中山芝1600m,0,0,0,1,0.0,0.0
城戸義,中山芝2000m,0,0,0,1,0.0,0.0
城戸義,中山芝2200m,0,0,0,1,0.0,0.0
城戸義,京都ダート1200m,0,1,0,26,0.0,0.32
城戸義,京都ダート1400m,1,0,1,23,0.73,1.27
城戸義,京都ダート1800m,0,3,0,27,0.0,0.34
城戸義,京都ダート1900m,0,0,0,8,0.0,0.0
城戸義,京都芝1200m,0,0,0,2,0.0,0.0
城戸義,京都芝1400m,1,0,1,5,1.7,1.09
城戸義,京都芝1600m,0,0,1,5,0.0,3.23
城戸義,京都芝1800m,0,0,0,3,0.0,0.0
城戸義,京都芝2000m,0,0,0,5,0.0,0.0
城戸義,京都芝2200m,0,0,0,1,0.0,0.0
城戸義,京都芝2400m,0,0,0,1,0.0,0.0
城戸義,函館ダート1000m,0,1,0,1,0.0,0.65
城戸義,函館ダート1700m,0,0,0,1,0.0,0.0
城戸義,函館芝1200m,0,1,0,8,0.0,1.73
城戸義,小倉ダート1000m,0,1,1,22,0.0,0.12
城戸義,小倉ダート1700m,0,1,1,44,0.0,0.32
城戸義,小倉ダート2400m,0,0,0,1,0.0,0.0
城戸義,小倉芝1200m,1,2,1,56,0.14,0.4
城戸義,小倉芝1800m,1,0,0,8,4.59,1.32
城戸義,小倉芝2000m,1,0,0,8,8.38,2.18
城戸義,小倉芝2600m,0,0,1,2,0.0,1.0
城戸義,新潟ダート1200m,1,3,1,9,0.15,1.24
城戸義,新潟ダート1800m,2,2,1,24,0.26,0.43
城戸義,新潟芝1000m,0,1,1,15,0.0,4.39
城戸義,新潟芝1200m,0,0,0,6,0.0,0.0
城戸義,新潟芝1400m,0,0,0,3,0.0,0.0
城戸義,新潟芝1800m,0,0,0,5,0.0,0.0
城戸義,新潟芝2000m,0,1,1,2,0.0,2.0
城戸義,新潟芝2200m,0,1,0,5,0.0,0.6
城戸義,新潟芝2400m,0,0,0,5,0.0,0.0
城戸義,札幌ダート1700m,0,0,0,2,0.0,0.0
城戸義,札幌芝1200m,0,0,0,3,0.0,0.0
城戸義,札幌芝1500m,0,0,0,1,0.0,0.0
城戸義,東京ダート1300m,0,0,1,0,0.0,1.8
城戸義,東京ダート1600m,0,0,0,2,0.0,0.0
城戸義,東京ダート2100m,0,0,0,3,0.0,0.0
城戸義,東京芝1400m,0,0,0,3,0.0,0.0
城戸義,東京芝1600m,0,0,0,2,0.0,0.0
城戸義,東京芝1800m,0,0,0,1,0.0,0.0
城戸義,福島ダート1150m,0,0,0,4,0.0,0.0
城戸義,福島ダート1700m,2,2,0,13,0.38,0.44
城戸義,福島ダート2400m,0,0,0,1,0.0,0.0
城戸義,福島芝1200m,0,0,1,10,0.0,0.73
城戸義,福島芝1800m,0,0,0,1,0.0,0.0
城戸義,福島芝2000m,0,0,0,4,0.0,0.0
城戸義,福島芝2600m,0,0,0,1,0.0,0.0
城戸義,阪神ダート1200m,0,0,3,47,0.0,0.15
城戸義,阪神ダート1400m,0,1,0,34,0.0,0.03
城戸義,阪神ダート1800m,0,2,3,59,0.0,0.14
城戸義,阪神ダート2000m,1,2,1,12,0.17,0.84
城戸義,阪神芝1200m,0,1,0,9,0.0,0.28
城戸義,阪神芝1400m,0,0,0,9,0.0,0.0
城戸義,阪神芝1600m,0,0,0,14,0.0,0.0
城戸義,阪神芝1800m,0,0,0,4,0.0,0.0
城戸義,阪神芝2000m,0,0,0,7,0.0,0.0
城戸義,阪神芝2400m,0,0,0,1,0.0,0.0
木間龍,中京ダート1400m,0,0,0,1,0.0,0.0
木間龍,中京芝2000m,0,0,0,1,0.0,0.0
藤岡佑,中京ダート1200m,3,3,0,25,0.99,0.48
藤岡佑,中京ダート1400m,3,4,6,39,0.89,0.8
藤岡佑,中京ダート1800m,5,9,2,49,0.5,0.45
藤岡佑,中京ダート1900m,3,2,2,12,0.86,0.93
藤岡佑,中京芝1200m,0,1,2,19,0.0,0.34
藤岡佑,中京芝1400m,3,5,1,31,0.47,0.51
藤岡佑,中京芝1600m,4,8,5,40,0.82,0.68
藤岡佑,中京芝2000m,7,3,6,41,0.56,0.82
藤岡佑,中京芝2200m,3,2,5,12,0.48,1.28
藤岡佑,中京芝3000m,0,0,0,2,0.0,0.0
藤岡佑,中山ダート1200m,0,1,1,10,0.0,0.83
藤岡佑,中山ダート1800m,5,1,3,16,1.5,2.78
藤岡佑,中山ダート2400m,0,0,0,1,0.0,0.0
藤岡佑,中山ダート2500m,0,0,0,1,0.0,0.0
藤岡佑,中山芝1200m,0,0,3,2,0.0,1.94
藤岡佑,中山芝1600m,1,0,0,8,0.36,0.17
藤岡佑,中山芝1800m,1,0,1,5,2.04,0.7
藤岡佑,中山芝2000m,1,0,0,8,0.93,0.33
藤岡佑,中山芝2500m,1,0,0,4,3.2,0.78
藤岡佑,京都ダート1200m,4,3,2,30,0.67,0.51
藤岡佑,京都ダート1400m,3,8,3,50,0.3,0.53
藤岡佑,京都ダート1800m,9,9,7,63,0.51,0.89
藤岡佑,京都ダート1900m,1,3,1,10,0.19,0.73
藤岡佑,京都芝1200m,0,3,0,19,0.0,0.24
藤岡佑,京都芝1400m,3,5,4,36,0.5,0.98
藤岡佑,京都芝1600m,5,6,3,46,0.53,0.64
藤岡佑,京都芝1800m,4,5,3,33,0.76,0.62
藤岡佑,京都芝2000m,0,8,4,25,0.0,1.39
藤岡佑,京都芝2200m,2,3,0,14,1.09,0.7
藤岡佑,京都芝2400m,3,2,1,11,0.98,0.58
