騎手名,コース,1着,2着,3着,4着以下,単勝回収率,複勝回収率,単勝平均,単勝標準偏差,複勝平均,複勝標準偏差
津村明,中京芝1600m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
津村明,中京芝2000m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
津村明,中京芝2200m,1,0,0,1,25.7,3.95,51.4,0.0,7.9,0.0
津村明,中山ダート1200m,25,24,25,239,1.07,0.72,13.4,23.36,3.05,2.62
津村明,中山ダート1800m,16,23,21,274,0.28,0.49,5.83,5.42,2.73,2.79
津村明,中山ダート2400m,1,3,1,19,0.17,0.67,4.1,0.0,3.22,1.09
津村明,中山ダート2500m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
津村明,中山芝1200m,1,4,3,86,0.07,0.25,6.2,0.0,2.99,2.23
津村明,中山芝1600m,11,21,16,162,0.57,0.81,10.93,7.11,3.54,3.15
津村明,中山芝1800m,8,8,7,93,0.33,0.48,4.75,1.83,2.43,1.41
津村明,中山芝2000m,12,10,10,123,1.31,0.78,16.93,17.42,3.8,3.1
津村明,中山芝2200m,5,8,6,43,0.36,0.96,4.48,1.4,3.13,2.44
津村明,中山芝2500m,3,0,3,28,1.47,0.52,16.7,13.63,2.97,2.24
津村明,中山芝3600m,0,1,0,3,0.0,1.3,0.0,0.0,5.2,0.0
津村明,京都ダート1200m,0,1,0,7,0.0,0.26,0.0,0.0,2.1,0.0
津村明,京都ダート1400m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
津村明,京都ダート1800m,1,0,1,2,8.5,2.6,34.0,0.0,5.2,1.7
津村明,京都ダート1900m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
津村明,京都芝1200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
津村明,京都芝1400m,0,0,1,1,0.0,1.55,0.0,0.0,3.1,0.0
津村明,京都芝1600m,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
津村明,京都芝1800m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
津村明,京都芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
津村明,京都芝2200m,0,1,0,2,0.0,0.37,0.0,0.0,1.1,0.0
津村明,京都芝2400m,0,1,0,1,0.0,1.75,0.0,0.0,3.5,0.0
津村明,京都芝3000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
津村明,函館ダート1000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
津村明,函館ダート1700m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
津村明,函館芝1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
津村明,函館芝1800m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
津村明,小倉ダート1000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
津村明,小倉ダート1700m,0,2,0,4,0.0,3.4,0.0,0.0,10.2,8.0
津村明,小倉芝1200m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
津村明,小倉芝1800m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
津村明,小倉芝2000m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
津村明,小倉芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
津村明,新潟ダート1200m,12,12,7,89,0.97,1.05,9.7,8.39,4.06,4.48
津村明,新潟ダート1800m,13,7,15,105,0.83,0.69,8.99,15.76,2.75,2.45
津村明,新潟ダート2500m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
津村明,新潟芝1000m,4,9,4,47,1.3,0.95,20.77,22.83,3.57,3.16
津村明,新潟芝1200m,1,1,2,26,0.12,0.27,3.5,0.0,2.05,0.51
津村明,新潟芝1400m,3,9,9,41,0.29,0.95,5.97,0.81,2.8,1.55
津村明,新潟芝1600m,7,8,11,62,1.15,0.94,14.51,24.97,3.2,3.25
津村明,新潟芝1800m,9,9,7,66,0.68,0.83,6.84,5.24,3.02,2.62
津村明,新潟芝2000m,0,9,4,45,0.0,0.67,0.0,0.0,3.01,1.89
津村明,新潟芝2200m,2,2,1,22,2.63,0.57,35.45,33.65,3.1,3.3
津村明,新潟芝2400m,2,2,2,13,0.62,0.98,5.85,4.25,3.12,2.9
津村明,東京ダート1300m,1,3,7,45,0.84,0.73,47.3,0.0,3.69,2.84
津村明,東京ダート1400m,15,18,17,202,0.65,0.6,10.95,8.26,3.0,2.56
津村明,東京ダート1600m,16,20,18,213,0.47,0.7,7.9,7.98,3.44,3.82
津村明,東京ダート2100m,2,7,5,66,0.14,0.65,5.45,1.45,3.69,3.4
津村明,東京芝1400m,9,6,7,123,0.64,0.51,10.33,6.37,3.37,2.07
津村明,東京芝1600m,12,10,13,131,4.33,1.15,59.97,86.56,5.44,7.48
津村明,東京芝1800m,7,8,7,103,0.26,0.49,4.73,1.83,2.8,1.8
津村明,東京芝2000m,4,7,4,62,0.31,0.45,6.05,1.29,2.33,1.21
津村明,東京芝2300m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
津村明,東京芝2400m,2,8,5,49,1.12,0.8,35.95,29.85,3.43,3.02
津村明,東京芝2500m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
津村明,東京芝3400m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
津村明,福島ダート1150m,4,5,3,41,0.48,0.8,6.3,3.75,3.53,4.11
津村明,福島ダート1700m,3,8,3,62,0.21,0.54,5.3,2.97,2.94,1.65
津村明,福島芝1200m,6,6,4,54,0.54,0.6,6.33,4.68,2.62,1.5
津村明,福島芝1800m,6,6,4,54,0.69,0.61,8.05,8.24,2.67,1.79
津村明,福島芝2000m,3,4,2,28,0.91,0.85,11.17,10.73,3.5,2.92
津村明,福島芝2600m,4,2,0,12,0.91,0.5,4.1,2.53,1.5,0.41
津村明,阪神ダート1200m,0,0,1,4,0.0,1.06,0.0,0.0,5.3,0.0
津村明,阪神ダート1400m,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
津村明,阪神ダート1800m,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
津村明,阪神芝1400m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
津村明,阪神芝1600m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
津村明,阪神芝1800m,0,1,0,1,0.0,0.7,0.0,0.0,1.4,0.0
津村明,阪神芝2000m,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
津村明,阪神芝2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
津村明,阪神芝3000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
デット,京都ダート1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
デット,京都ダート1800m,1,0,0,1,1.2,0.6,2.4,0.0,1.2,0.0
デット,京都芝1600m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
デット,京都芝1800m,0,1,0,1,0.0,0.7,0.0,0.0,1.4,0.0
デット,京都芝2000m,0,1,0,1,0.0,0.8,0.0,0.0,1.6,0.0
デット,京都芝2200m,1,0,0,1,2.0,1.3,4.0,0.0,2.6,0.0
デット,京都芝2400m,1,0,0,1,1.2,0.65,2.4,0.0,1.3,0.0
室陽一,中京ダート1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
室陽一,中京芝2000m,1,0,0,1,1.35,0.75,2.7,0.0,1.5,0.0
山田,中京ダート1200m,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0
山田,中京ダート1400m,0,0,1,13,0.0,0.93,0.0,0.0,13.0,0.0
山田,中京ダート1800m,1,0,1,21,0.49,0.2,11.3,0.0,2.35,0.45
山田,中京ダート1900m,0,0,2,6,0.0,2.19,0.0,0.0,8.75,6.05
山田,中京芝1200m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
山田,中京芝1400m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
山田,中京芝1600m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
山田,中京芝2000m,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
山田,中京芝2200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
山田,中山ダート1200m,1,5,4,106,0.07,0.56,7.7,0.0,6.45,5.71
山田,中山ダート1800m,0,4,2,83,0.0,0.91,0.0,0.0,13.52,20.02
山田,中山芝1200m,0,1,1,15,0.0,0.32,0.0,0.0,2.75,0.45
山田,中山芝1600m,1,0,0,22,1.64,0.27,37.7,0.0,6.1,0.0
山田,中山芝1800m,0,0,1,9,0.0,0.26,0.0,0.0,2.6,0.0
山田,中山芝2000m,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0
山田,中山芝2200m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
山田,中山芝2500m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
山田,函館ダート1000m,1,0,0,26,0.66,0.16,17.7,0.0,4.3,0.0
山田,函館ダート1700m,1,2,4,41,0.2,0.4,9.8,0.0,2.76,0.63
山田,函館ダート2400m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
山田,函館芝1000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
山田,函館芝1200m,2,0,0,35,1.02,0.25,18.8,12.1,4.7,2.7
山田,函館芝1800m,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0
山田,函館芝2000m,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
山田,函館芝2600m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
山田,小倉ダート1000m,0,1,1,18,0.0,1.76,0.0,0.0,17.55,16.05
山田,小倉ダート1700m,1,2,4,30,2.51,0.86,92.7,0.0,4.57,4.69
山田,小倉芝1200m,1,3,1,45,0.2,0.36,9.9,0.0,3.6,3.06
山田,小倉芝1800m,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0
山田,小倉芝2000m,0,0,1,9,0.0,0.36,0.0,0.0,3.6,0.0
山田,小倉芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
山田,新潟ダート1200m,1,1,0,35,0.07,0.1,2.7,0.0,1.85,0.75
山田,新潟ダート1800m,0,1,3,30,0.0,1.92,0.0,0.0,16.35,22.53
山田,新潟芝1000m,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
山田,新潟芝1200m,1,0,0,6,0.97,0.29,6.8,0.0,2.0,0.0
山田,新潟芝1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
山田,新潟芝1600m,0,0,1,4,0.0,1.72,0.0,0.0,8.6,0.0
山田,新潟芝1800m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
山田,新潟芝2000m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
山田,新潟芝2200m,0,0,1,2,0.0,0.7,0.0,0.0,2.1,0.0
山田,札幌ダート1000m,0,2,2,28,0.0,0.51,0.0,0.0,4.1,1.97
山田,札幌ダート1700m,1,1,1,52,0.11,0.23,5.9,0.0,4.23,1.59
山田,札幌ダート2400m,0,0,1,1,0.0,1.6,0.0,0.0,3.2,0.0
山田,札幌芝1200m,1,1,1,21,1.07,0.59,25.6,0.0,4.7,1.12
山田,札幌芝1500m,0,1,2,14,0.0,2.72,0.0,0.0,15.4,14.59
山田,札幌芝1800m,1,0,1,12,0.46,0.41,6.4,0.0,2.9,0.1
山田,札幌芝2000m,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0
山田,札幌芝2600m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
山田,東京ダート1300m,1,0,1,17,5.66,2.75,107.5,0.0,26.1,6.8
山田,東京ダート1400m,0,2,1,57,0.0,0.17,0.0,0.0,3.47,2.08
山田,東京ダート1600m,0,1,0,54,0.0,0.23,0.0,0.0,12.5,0.0
山田,東京ダート2100m,0,0,1,6,0.0,0.37,0.0,0.0,2.6,0.0
山田,東京芝1400m,1,0,0,24,6.44,1.07,161.1,0.0,26.8,0.0
山田,東京芝1600m,0,0,0,22,0.0,0.0,0.0,0.0,0.0,0.0
山田,東京芝1800m,0,0,0,22,0.0,0.0,0.0,0.0,0.0,0.0
山田,東京芝2000m,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
山田,東京芝2300m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
山田,東京芝2400m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
山田,福島ダート1150m,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0
山田,福島ダート1700m,5,2,1,23,2.03,2.85,12.6,9.78,11.05,20.39
山田,福島ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
山田,福島芝1200m,0,1,1,23,0.0,0.91,0.0,0.0,11.4,3.4
山田,福島芝1800m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
山田,福島芝2000m,1,0,0,10,3.11,0.78,34.2,0.0,8.6,0.0
山田,阪神ダート1400m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
山田,阪神ダート1800m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
山田,阪神芝1600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
山田,阪神芝1800m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
下原理,阪神ダート1800m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
ミシェ,中山芝1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
ミシェ,東京芝1600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,中京ダート1200m,2,1,0,24,0.45,0.24,6.1,0.6,2.13,0.31
池添謙,中京ダート1400m,4,3,6,43,0.43,0.62,6.02,3.15,2.68,1.28
池添謙,中京ダート1800m,5,4,2,62,1.27,0.59,18.56,28.04,3.89,3.36
池添謙,中京ダート1900m,3,0,2,13,1.07,0.81,6.4,4.98,2.9,1.12
池添謙,中京芝1200m,4,2,0,31,1.28,0.56,11.8,8.38,3.45,2.03
池添謙,中京芝1400m,2,1,2,22,0.19,0.53,2.55,1.15,2.86,1.55
池添謙,中京芝1600m,5,3,6,32,1.61,0.82,14.78,18.16,2.69,1.61
池添謙,中京芝2000m,2,7,9,40,0.2,0.81,5.8,3.6,2.6,1.41
池添謙,中京芝2200m,2,4,1,25,0.46,0.65,7.35,2.45,2.97,2.01
池添謙,中京芝3000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,中山ダート1200m,2,2,2,17,0.36,0.68,4.1,2.2,2.6,1.7
池添謙,中山ダート1800m,1,0,0,17,0.53,0.13,9.5,0.0,2.4,0.0
池添謙,中山ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,中山芝1200m,1,0,0,5,5.4,1.22,32.4,0.0,7.3,0.0
池添謙,中山芝1600m,1,0,2,9,0.27,0.5,3.2,0.0,2.0,0.92
池添謙,中山芝1800m,2,0,0,6,1.2,0.41,4.8,2.3,1.65,0.35
池添謙,中山芝2000m,0,1,1,18,0.0,0.2,0.0,0.0,2.05,0.35
池添謙,中山芝2200m,0,1,0,6,0.0,0.33,0.0,0.0,2.3,0.0
池添謙,中山芝2500m,0,1,2,7,0.0,0.53,0.0,0.0,1.77,0.25
池添謙,中山芝3600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,京都ダート1200m,4,4,3,46,0.16,0.46,2.35,0.5,2.37,1.35
池添謙,京都ダート1400m,6,4,4,50,0.57,0.55,6.1,3.61,2.52,1.03
池添謙,京都ダート1800m,10,8,6,73,0.94,0.79,9.08,8.38,3.19,2.93
池添謙,京都ダート1900m,3,2,0,16,1.72,0.96,12.07,13.88,4.02,3.76
池添謙,京都芝1200m,1,0,0,26,0.27,0.12,7.4,0.0,3.2,0.0
池添謙,京都芝1400m,2,2,3,31,1.31,0.64,24.9,16.3,3.5,2.63
池添謙,京都芝1600m,3,9,6,53,0.13,0.55,3.1,2.42,2.16,1.04
池添謙,京都芝1800m,2,4,4,27,0.16,0.74,2.9,0.5,2.74,3.5
池添謙,京都芝2000m,4,1,4,31,0.74,0.54,7.38,5.81,2.39,1.47
池添謙,京都芝2200m,3,1,2,18,0.38,0.48,3.07,0.82,1.92,1.43
池添謙,京都芝2400m,3,1,1,12,0.98,0.54,5.57,1.47,1.82,0.24
池添謙,京都芝3000m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,京都芝3200m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,函館ダート1000m,3,3,3,16,0.71,0.59,5.9,5.03,1.63,0.67
池添謙,函館ダート1700m,4,3,4,52,0.2,0.36,3.15,0.43,2.06,0.71
池添謙,函館ダート2400m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,函館芝1000m,1,0,0,1,0.75,0.55,1.5,0.0,1.1,0.0
池添謙,函館芝1200m,11,8,5,89,0.72,0.47,7.43,10.21,2.19,2.22
池添謙,函館芝1800m,7,4,6,39,0.49,0.61,3.94,1.39,2.01,1.78
池添謙,函館芝2000m,2,1,2,14,0.38,0.66,3.65,0.15,2.52,1.89
池添謙,函館芝2600m,0,1,0,8,0.0,0.18,0.0,0.0,1.6,0.0
池添謙,小倉ダート1000m,0,1,0,2,0.0,0.5,0.0,0.0,1.5,0.0
池添謙,小倉ダート1700m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,小倉ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,小倉芝1200m,0,0,1,2,0.0,1.3,0.0,0.0,3.9,0.0
池添謙,小倉芝1800m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,小倉芝2000m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,小倉芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,新潟ダート1200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,新潟ダート1800m,0,0,1,5,0.0,0.2,0.0,0.0,1.2,0.0
池添謙,新潟芝1200m,0,1,0,5,0.0,0.33,0.0,0.0,2.0,0.0
池添謙,新潟芝1400m,1,0,0,4,0.5,0.28,2.5,0.0,1.4,0.0
池添謙,新潟芝1600m,3,2,1,5,1.36,0.82,5.0,2.99,1.5,0.53
池添謙,新潟芝1800m,0,0,1,6,0.0,0.16,0.0,0.0,1.1,0.0
池添謙,新潟芝2000m,0,1,1,6,0.0,0.56,0.0,0.0,2.25,0.15
池添謙,新潟芝2200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,札幌ダート1000m,5,0,5,18,0.45,0.6,2.54,0.67,1.69,0.65
池添謙,札幌ダート1700m,12,8,12,82,0.8,0.83,7.62,8.42,2.95,2.16
池添謙,札幌ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
池添謙,札幌芝1200m,4,7,4,49,0.26,0.64,4.12,1.69,2.71,1.94
池添謙,札幌芝1500m,5,4,2,50,0.42,0.41,5.1,4.61,2.3,1.48
池添謙,札幌芝1800m,6,2,6,30,0.56,0.52,4.1,1.61,1.62,0.42
池添謙,札幌芝2000m,4,4,5,45,0.38,0.86,5.55,3.78,3.85,5.0
