騎手名,コース,1着,2着,3着,4着以下,単勝回収率,複勝回収率,単勝平均,単勝標準偏差,複勝平均,複勝標準偏差
古川,阪神芝1600m,1,2,1,13,0.21,0.74,3.6,0.0,3.12,1.43
古川,阪神芝1800m,0,1,0,9,0.0,0.37,0.0,0.0,3.7,0.0
古川,阪神芝2000m,1,0,0,8,4.71,0.92,42.4,0.0,8.3,0.0
古川,阪神芝2200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
古川,阪神芝2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
古川,阪神芝3200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
飛田愛,小倉ダート1700m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
飛田愛,小倉芝1200m,0,1,0,7,0.0,0.17,0.0,0.0,1.4,0.0
飛田愛,小倉芝1800m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
飛田愛,小倉芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
杉浦健,中京芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
田中健,中京ダート1200m,2,1,3,31,1.81,1.64,33.4,29.0,10.08,8.28
田中健,中京ダート1400m,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0
田中健,中京ダート1800m,1,1,0,23,0.47,0.53,11.8,0.0,6.6,0.2
田中健,中京ダート1900m,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0
田中健,中京芝1200m,0,1,0,7,0.0,0.28,0.0,0.0,2.2,0.0
田中健,中京芝1400m,0,1,4,11,0.0,2.04,0.0,0.0,6.54,6.67
田中健,中京芝1600m,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
田中健,中京芝2000m,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0
田中健,中京芝2200m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
田中健,中山ダート1200m,0,0,2,2,0.0,2.23,0.0,0.0,4.45,2.75
田中健,中山芝1600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
田中健,京都ダート1200m,1,3,3,18,0.45,0.96,11.3,0.0,3.43,1.11
田中健,京都ダート1400m,0,1,2,25,0.0,0.22,0.0,0.0,2.03,0.37
田中健,京都ダート1800m,1,0,0,23,0.38,0.14,9.0,0.0,3.4,0.0
田中健,京都ダート1900m,0,1,0,5,0.0,5.15,0.0,0.0,30.9,0.0
田中健,京都芝1200m,0,1,0,5,0.0,0.42,0.0,0.0,2.5,0.0
田中健,京都芝1400m,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
田中健,京都芝1600m,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
田中健,京都芝1800m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
田中健,京都芝2000m,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
田中健,京都芝2200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
田中健,小倉ダート1000m,5,1,4,27,0.94,0.72,6.98,4.23,2.67,1.04
田中健,小倉ダート1700m,1,0,2,29,0.21,1.56,6.6,0.0,16.63,18.22
田中健,小倉ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
田中健,小倉芝1200m,2,2,0,54,0.84,0.72,24.3,15.4,10.38,8.92
田中健,小倉芝1800m,0,1,0,14,0.0,0.51,0.0,0.0,7.6,0.0
田中健,小倉芝2000m,0,1,0,17,0.0,0.53,0.0,0.0,9.6,0.0
田中健,小倉芝2600m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
田中健,新潟ダート1200m,1,1,0,15,0.16,0.25,2.8,0.0,2.15,0.55
田中健,新潟ダート1800m,1,1,0,18,0.16,0.15,3.3,0.0,1.55,0.25
田中健,新潟芝1000m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
田中健,新潟芝1200m,1,0,0,2,5.13,1.97,15.4,0.0,5.9,0.0
田中健,新潟芝1400m,0,0,1,2,0.0,1.1,0.0,0.0,3.3,0.0
田中健,新潟芝1600m,0,1,1,2,0.0,3.35,0.0,0.0,6.7,4.7
田中健,新潟芝1800m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
田中健,新潟芝2000m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
田中健,札幌ダート1000m,1,0,0,1,1.0,0.6,2.0,0.0,1.2,0.0
田中健,札幌芝1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
田中健,東京芝1400m,0,0,1,0,0.0,2.7,0.0,0.0,2.7,0.0
田中健,福島ダート1150m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
田中健,福島ダート1700m,2,0,0,3,1.24,0.62,3.1,0.1,1.55,0.15
田中健,福島芝1200m,1,0,1,4,0.48,0.73,2.9,0.0,2.2,1.0
田中健,福島芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
田中健,福島芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
田中健,阪神ダート1200m,1,1,3,53,1.09,1.0,63.2,0.0,11.56,9.47
田中健,阪神ダート1400m,0,0,5,35,0.0,0.31,0.0,0.0,2.48,0.72
田中健,阪神ダート1800m,4,2,2,71,2.92,0.74,57.7,56.96,7.26,7.49
田中健,阪神ダート2000m,0,1,0,6,0.0,0.21,0.0,0.0,1.5,0.0
田中健,阪神芝1200m,0,1,3,13,0.0,0.61,0.0,0.0,2.58,1.39
田中健,阪神芝1400m,1,1,2,13,0.89,1.1,15.2,0.0,4.67,3.26
田中健,阪神芝1600m,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
田中健,阪神芝1800m,0,1,0,7,0.0,1.11,0.0,0.0,8.9,0.0
田中健,阪神芝2000m,0,0,2,8,0.0,4.25,0.0,0.0,21.25,18.65
田中健,阪神芝2200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
田中健,阪神芝2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
金山昇,中京ダート1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
金山昇,中京芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
金山昇,小倉芝1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
金山昇,阪神ダート1800m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
金山昇,阪神芝1600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
坂井瑠,中京ダート1200m,9,8,11,52,0.37,0.7,3.24,1.58,1.99,0.8
坂井瑠,中京ダート1400m,12,11,9,99,0.42,0.56,4.6,2.35,2.31,1.38
坂井瑠,中京ダート1800m,23,17,18,125,0.68,0.82,5.43,8.71,2.58,2.25
坂井瑠,中京ダート1900m,7,7,6,40,0.29,0.6,2.44,1.02,1.81,0.73
坂井瑠,中京芝1200m,6,4,3,40,0.62,0.61,5.45,2.57,2.48,1.56
坂井瑠,中京芝1400m,10,1,6,47,0.81,0.53,5.19,4.64,2.01,0.97
坂井瑠,中京芝1600m,11,10,6,81,0.62,0.63,6.08,5.33,2.51,2.06
坂井瑠,中京芝2000m,16,9,10,97,0.62,0.64,5.1,5.32,2.42,2.67
坂井瑠,中京芝2200m,3,5,5,32,0.21,0.81,3.13,1.09,2.79,2.07
坂井瑠,中京芝3000m,0,1,1,1,0.0,1.27,0.0,0.0,1.9,0.1
坂井瑠,中山ダート1200m,3,5,3,30,0.52,0.61,7.13,1.47,2.28,0.66
坂井瑠,中山ダート1800m,5,6,1,42,0.63,0.41,6.8,8.62,1.83,1.23
坂井瑠,中山ダート2400m,0,1,1,4,0.0,0.78,0.0,0.0,2.35,0.25
坂井瑠,中山芝1200m,1,1,1,11,0.52,0.43,7.3,0.0,2.0,0.28
坂井瑠,中山芝1600m,1,2,5,17,0.26,0.82,6.5,0.0,2.55,1.24
坂井瑠,中山芝1800m,0,1,3,8,0.0,1.22,0.0,0.0,3.67,2.97
坂井瑠,中山芝2000m,1,0,1,19,0.13,0.34,2.8,0.0,3.55,2.35
坂井瑠,中山芝2200m,0,1,0,11,0.0,0.32,0.0,0.0,3.8,0.0
坂井瑠,中山芝2500m,0,2,1,6,0.0,0.94,0.0,0.0,2.83,1.18
坂井瑠,中山芝3600m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
坂井瑠,京都ダート1200m,10,7,7,78,0.35,0.41,3.57,2.05,1.74,0.87
坂井瑠,京都ダート1400m,22,14,11,95,1.05,0.78,6.78,10.33,2.36,1.63
坂井瑠,京都ダート1800m,29,16,11,151,0.44,0.49,3.12,1.6,1.81,0.88
坂井瑠,京都ダート1900m,9,3,3,31,1.28,0.6,6.57,10.17,1.83,1.1
坂井瑠,京都芝1200m,6,3,4,29,0.61,0.6,4.28,3.02,1.92,0.91
坂井瑠,京都芝1400m,1,11,1,43,0.03,0.54,1.8,0.0,2.34,1.45
坂井瑠,京都芝1600m,8,12,8,83,0.47,0.56,6.55,5.19,2.24,1.32
坂井瑠,京都芝1800m,6,7,6,54,0.22,0.37,2.68,0.82,1.41,0.31
坂井瑠,京都芝2000m,7,3,4,52,0.37,0.41,3.5,2.16,1.91,0.82
坂井瑠,京都芝2200m,1,2,3,21,0.17,0.71,4.7,0.0,3.2,2.87
坂井瑠,京都芝2400m,1,3,0,20,0.17,0.41,4.1,0.0,2.45,1.49
坂井瑠,京都芝3000m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
坂井瑠,京都芝3200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
坂井瑠,函館ダート1000m,0,0,2,9,0.0,0.6,0.0,0.0,3.3,1.0
坂井瑠,函館ダート1700m,5,2,2,35,1.09,0.87,9.62,5.36,4.23,3.61
坂井瑠,函館ダート2400m,1,0,0,2,7.77,2.07,23.3,0.0,6.2,0.0
坂井瑠,函館芝1200m,2,4,5,37,0.49,0.89,11.8,7.1,3.9,3.35
坂井瑠,函館芝1800m,1,1,0,18,1.27,0.4,25.3,0.0,4.05,1.15
坂井瑠,函館芝2000m,1,0,0,11,1.65,0.36,19.8,0.0,4.3,0.0
坂井瑠,函館芝2600m,1,1,0,9,1.55,0.75,17.1,0.0,4.15,1.55
坂井瑠,小倉ダート1000m,5,2,3,20,0.66,0.62,3.94,1.01,1.86,1.29
坂井瑠,小倉ダート1700m,5,5,0,57,0.38,0.32,5.04,1.24,2.14,0.58
坂井瑠,小倉芝1200m,14,6,8,52,1.02,0.84,5.84,4.45,2.41,1.7
坂井瑠,小倉芝1800m,7,12,4,45,0.64,0.68,6.17,8.2,2.02,1.53
坂井瑠,小倉芝2000m,5,8,3,30,0.36,0.47,3.3,1.16,1.36,0.23
坂井瑠,小倉芝2600m,1,2,1,9,0.15,0.42,1.9,0.0,1.38,0.23
坂井瑠,新潟ダート1200m,2,4,4,29,1.66,0.8,32.4,25.5,3.12,2.16
坂井瑠,新潟ダート1800m,7,5,9,37,0.9,0.93,7.47,4.24,2.56,1.44
坂井瑠,新潟芝1000m,0,2,0,9,0.0,0.59,0.0,0.0,3.25,0.85
坂井瑠,新潟芝1200m,5,0,0,10,1.21,0.51,3.64,1.5,1.54,0.29
坂井瑠,新潟芝1400m,1,1,1,14,0.24,0.3,4.0,0.0,1.7,0.36
坂井瑠,新潟芝1600m,3,2,2,23,0.4,0.37,4.03,1.52,1.6,0.42
坂井瑠,新潟芝1800m,2,3,0,31,0.64,0.31,11.55,4.05,2.26,1.38
坂井瑠,新潟芝2000m,3,3,1,13,0.55,0.67,3.67,1.72,1.9,0.93
坂井瑠,新潟芝2200m,2,0,1,9,1.29,0.38,7.75,5.15,1.5,0.08
坂井瑠,新潟芝2400m,2,0,1,3,3.83,1.53,11.5,7.0,3.07,2.22
坂井瑠,札幌ダート1000m,0,3,1,10,0.0,0.99,0.0,0.0,3.47,1.73
坂井瑠,札幌ダート1700m,2,4,5,37,0.59,0.58,14.1,5.2,2.52,1.0
坂井瑠,札幌ダート2400m,0,0,1,2,0.0,0.67,0.0,0.0,2.0,0.0
坂井瑠,札幌芝1200m,6,0,2,31,1.17,0.51,7.63,4.65,2.46,1.05
坂井瑠,札幌芝1500m,3,2,0,21,0.69,0.44,5.97,2.07,2.28,0.77
坂井瑠,札幌芝1800m,0,2,3,13,0.0,0.78,0.0,0.0,2.82,1.83
坂井瑠,札幌芝2000m,3,1,2,23,0.98,0.73,9.5,8.57,3.55,1.77
坂井瑠,札幌芝2600m,1,0,2,7,1.64,0.61,16.4,0.0,2.03,0.9
坂井瑠,東京ダート1300m,1,1,0,15,0.79,0.35,13.4,0.0,3.0,0.5
坂井瑠,東京ダート1400m,3,5,5,53,0.27,1.43,5.87,1.72,7.24,15.62
坂井瑠,東京ダート1600m,10,5,9,60,0.68,0.77,5.75,3.68,2.7,2.9
坂井瑠,東京ダート2100m,2,3,3,21,0.39,0.59,5.6,3.6,2.14,1.13
坂井瑠,東京芝1400m,3,4,1,22,1.08,0.98,10.8,4.49,3.69,2.92
坂井瑠,東京芝1600m,2,4,2,54,0.16,0.47,5.05,2.85,3.65,3.36
坂井瑠,東京芝1800m,5,4,4,34,1.14,1.08,10.68,13.64,3.89,3.53
坂井瑠,東京芝2000m,3,4,0,24,2.33,0.59,24.07,24.78,2.6,2.48
坂井瑠,東京芝2300m,1,0,0,2,0.7,0.37,2.1,0.0,1.1,0.0
坂井瑠,東京芝2400m,0,1,1,13,0.0,0.47,0.0,0.0,3.5,1.2
坂井瑠,東京芝2500m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
坂井瑠,福島ダート1150m,0,1,0,8,0.0,0.28,0.0,0.0,2.5,0.0
坂井瑠,福島ダート1700m,1,1,0,9,0.25,0.52,2.7,0.0,2.85,1.75
坂井瑠,福島ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
坂井瑠,福島芝1200m,0,1,0,5,0.0,0.22,0.0,0.0,1.3,0.0
坂井瑠,福島芝1800m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
坂井瑠,福島芝2000m,1,0,0,6,1.0,0.36,7.0,0.0,2.5,0.0
坂井瑠,阪神ダート1200m,7,9,14,93,0.25,0.5,4.41,2.68,2.07,0.96
坂井瑠,阪神ダート1400m,19,18,17,115,0.43,0.73,3.83,3.53,2.28,1.59
坂井瑠,阪神ダート1800m,29,29,21,183,0.55,0.7,5.0,4.42,2.34,2.46
坂井瑠,阪神ダート2000m,9,2,8,30,0.6,1.08,3.24,1.08,2.77,2.07
坂井瑠,阪神芝1200m,7,3,5,29,2.35,0.93,14.77,20.47,2.71,2.88
坂井瑠,阪神芝1400m,8,7,5,65,0.85,0.8,9.06,10.27,3.42,5.62
坂井瑠,阪神芝1600m,16,14,9,102,0.9,0.7,7.96,9.74,2.53,2.88
坂井瑠,阪神芝1800m,6,9,5,67,0.26,0.43,3.82,2.8,1.85,1.04
坂井瑠,阪神芝2000m,7,7,9,67,0.43,0.48,5.5,3.22,1.86,1.13
坂井瑠,阪神芝2200m,4,2,0,24,0.53,0.41,3.98,1.72,2.03,0.84
坂井瑠,阪神芝2400m,5,4,0,24,1.11,0.58,7.32,4.06,2.11,1.19
坂井瑠,阪神芝2600m,0,1,1,5,0.0,0.41,0.0,0.0,1.45,0.25
坂井瑠,阪神芝3000m,0,0,1,1,0.0,0.6,0.0,0.0,1.2,0.0
原田和,中京ダート1200m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
原田和,中京ダート1400m,0,0,2,6,0.0,2.62,0.0,0.0,10.5,6.9
原田和,中京ダート1800m,0,1,0,5,0.0,0.77,0.0,0.0,4.6,0.0
原田和,中京ダート1900m,0,0,1,1,0.0,4.4,0.0,0.0,8.8,0.0
原田和,中京芝1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,中京芝1600m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
原田和,中京芝2000m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
原田和,中京芝2200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
原田和,中山ダート1200m,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0
原田和,中山ダート1800m,2,1,5,53,0.36,2.3,11.0,8.1,17.51,39.84
原田和,中山ダート2400m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
原田和,中山芝1200m,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0
原田和,中山芝1600m,1,0,0,17,1.08,0.38,19.5,0.0,6.9,0.0
原田和,中山芝1800m,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
原田和,中山芝2000m,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0
原田和,中山芝2200m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
原田和,京都ダート1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,京都ダート1800m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,京都芝1600m,0,1,0,2,0.0,1.13,0.0,0.0,3.4,0.0
原田和,京都芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,京都芝2200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,京都芝2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,函館ダート1000m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
原田和,函館ダート1700m,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
原田和,函館芝1000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,函館芝1200m,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
原田和,函館芝1800m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
原田和,函館芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,函館芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,小倉ダート1000m,0,1,0,14,0.0,0.33,0.0,0.0,5.0,0.0
原田和,小倉ダート1700m,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0
原田和,小倉ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,小倉芝1200m,0,3,7,43,0.0,2.92,0.0,0.0,15.45,15.76
原田和,小倉芝1800m,0,1,0,18,0.0,0.19,0.0,0.0,3.6,0.0
原田和,小倉芝2000m,0,1,0,20,0.0,0.45,0.0,0.0,9.5,0.0
原田和,小倉芝2600m,1,0,0,4,2.72,0.66,13.6,0.0,3.3,0.0
原田和,新潟ダート1200m,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0
原田和,新潟ダート1800m,0,1,0,15,0.0,0.61,0.0,0.0,9.7,0.0
原田和,新潟芝1000m,0,1,0,8,0.0,0.17,0.0,0.0,1.5,0.0
原田和,新潟芝1200m,0,1,0,9,0.0,0.52,0.0,0.0,5.2,0.0
原田和,新潟芝1400m,0,0,1,9,0.0,0.45,0.0,0.0,4.5,0.0
原田和,新潟芝1600m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
原田和,新潟芝1800m,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
原田和,新潟芝2000m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
原田和,新潟芝2200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
原田和,新潟芝2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,札幌ダート1000m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
原田和,札幌ダート1700m,1,3,0,29,0.16,0.93,5.4,0.0,7.7,7.74
原田和,札幌ダート2400m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
原田和,札幌芝1200m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
原田和,札幌芝1500m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
原田和,札幌芝1800m,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
原田和,札幌芝2000m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
原田和,札幌芝2600m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
原田和,東京ダート1300m,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
原田和,東京ダート1400m,0,0,3,32,0.0,0.19,0.0,0.0,2.2,0.54
原田和,東京ダート1600m,0,0,1,36,0.0,0.29,0.0,0.0,10.9,0.0
原田和,東京ダート2100m,0,1,0,13,0.0,0.14,0.0,0.0,2.0,0.0
原田和,東京芝1400m,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0
原田和,東京芝1600m,0,1,0,18,0.0,3.39,0.0,0.0,64.5,0.0
原田和,東京芝1800m,0,0,1,12,0.0,0.42,0.0,0.0,5.5,0.0
原田和,東京芝2000m,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0
原田和,東京芝2400m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
原田和,福島ダート1150m,1,0,0,14,0.88,0.21,13.2,0.0,3.2,0.0
原田和,福島ダート1700m,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0
原田和,福島芝1200m,0,0,1,16,0.0,0.35,0.0,0.0,6.0,0.0
原田和,福島芝1800m,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0
原田和,福島芝2000m,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
原田和,福島芝2600m,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
原田和,阪神ダート1200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
原田和,阪神ダート1400m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
原田和,阪神ダート1800m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
原田和,阪神ダート2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,阪神芝1200m,2,0,0,4,2.0,0.58,6.0,0.7,1.75,0.45
原田和,阪神芝1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,阪神芝1600m,0,0,2,2,0.0,1.48,0.0,0.0,2.95,1.25
原田和,阪神芝2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
原田和,阪神芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
スミヨ,東京ダート1400m,0,1,0,1,0.0,0.75,0.0,0.0,1.5,0.0
スミヨ,東京芝1600m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
スミヨ,東京芝1800m,0,0,1,0,0.0,1.3,0.0,0.0,1.3,0.0
スミヨ,東京芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
スミヨ,東京芝2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
加藤博,新潟芝1000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
加藤博,東京芝1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
山中悠,新潟芝1800m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
山中悠,東京芝1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
松井伸,札幌芝1200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
松井伸,札幌芝1500m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
浜中俊,中京ダート1200m,0,1,1,20,0.0,0.14,0.0,0.0,1.5,0.1
浜中俊,中京ダート1400m,7,3,0,48,0.51,0.32,4.24,2.58,1.83,0.65
浜中俊,中京ダート1800m,7,11,2,48,0.52,0.62,5.03,3.13,2.11,1.34
浜中俊,中京ダート1900m,2,1,2,15,0.51,0.54,5.05,0.75,2.16,0.57
浜中俊,中京芝1200m,1,7,2,26,0.35,1.1,12.5,0.0,3.95,2.95
浜中俊,中京芝1400m,3,1,3,27,0.59,0.58,6.67,0.38,2.81,1.41
浜中俊,中京芝1600m,4,2,3,37,0.46,0.37,5.28,1.3,1.87,0.44
浜中俊,中京芝2000m,5,6,6,45,1.11,0.72,13.76,19.49,2.64,2.11
浜中俊,中京芝2200m,3,2,4,22,0.69,0.67,7.13,1.27,2.31,1.0
浜中俊,中京芝3000m,1,0,0,2,1.13,0.53,3.4,0.0,1.6,0.0
浜中俊,中山ダート1200m,0,2,1,10,0.0,0.89,0.0,0.0,3.87,1.05
浜中俊,中山ダート1800m,1,3,5,16,0.23,0.91,5.8,0.0,2.53,1.49
浜中俊,中山ダート2400m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
浜中俊,中山芝1200m,2,1,0,9,0.4,0.73,2.4,0.3,2.93,2.03
浜中俊,中山芝1600m,3,1,0,9,1.25,0.84,5.43,4.64,2.73,1.4
浜中俊,中山芝1800m,2,1,0,5,0.86,0.5,3.45,1.55,1.33,0.29
浜中俊,中山芝2000m,1,0,1,4,0.3,0.53,1.8,0.0,1.6,0.3
浜中俊,中山芝2200m,0,1,0,3,0.0,0.38,0.0,0.0,1.5,0.0
浜中俊,中山芝2500m,0,3,0,6,0.0,1.01,0.0,0.0,3.03,0.7
浜中俊,中山芝3600m,0,1,0,1,0.0,1.1,0.0,0.0,2.2,0.0
浜中俊,京都ダート1200m,4,3,2,31,0.7,0.56,6.98,8.16,2.47,1.53
浜中俊,京都ダート1400m,1,3,4,28,0.14,1.01,5.1,0.0,4.53,2.7
浜中俊,京都ダート1800m,1,2,4,40,0.1,0.33,4.6,0.0,2.24,1.1
浜中俊,京都ダート1900m,0,0,2,11,0.0,0.36,0.0,0.0,2.35,0.05
浜中俊,京都芝1200m,1,2,1,18,0.1,0.64,2.2,0.0,3.52,2.15
浜中俊,京都芝1400m,3,8,2,27,0.24,0.65,3.13,0.71,2.01,0.83
浜中俊,京都芝1600m,5,2,3,40,0.74,0.74,7.4,5.73,3.7,3.02
浜中俊,京都芝1800m,2,4,1,20,0.69,0.58,9.25,3.15,2.23,1.19
浜中俊,京都芝2000m,5,2,1,24,1.5,0.72,9.58,10.82,2.88,2.1
浜中俊,京都芝2200m,0,1,0,6,0.0,0.26,0.0,0.0,1.8,0.0
浜中俊,京都芝2400m,3,5,0,13,0.5,0.54,3.53,1.73,1.41,0.21
浜中俊,京都芝3000m,0,1,0,2,0.0,0.37,0.0,0.0,1.1,0.0
浜中俊,京都芝3200m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
浜中俊,函館ダート1000m,1,2,2,5,0.44,0.82,4.4,0.0,1.64,0.24
浜中俊,函館ダート1700m,5,3,0,29,1.49,0.55,11.02,14.24,2.54,1.88
浜中俊,函館ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
浜中俊,函館芝1000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
浜中俊,函館芝1200m,7,6,3,50,0.81,0.6,7.6,9.18,2.49,1.61
浜中俊,函館芝1800m,4,2,3,24,0.9,0.95,7.45,3.07,3.5,1.72
浜中俊,函館芝2000m,0,1,1,14,0.0,0.2,0.0,0.0,1.6,0.2
浜中俊,函館芝2600m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
浜中俊,小倉ダート1000m,4,1,0,15,1.05,0.47,5.25,2.46,1.86,0.6
浜中俊,小倉ダート1700m,15,9,9,74,1.0,0.82,7.13,3.99,2.65,1.64
浜中俊,小倉ダート2400m,1,0,0,3,0.55,0.4,2.2,0.0,1.6,0.0
浜中俊,小倉芝1200m,8,6,10,85,0.5,0.55,6.77,3.7,2.5,1.21
浜中俊,小倉芝1800m,4,11,5,52,0.24,0.54,4.4,2.86,1.94,1.04
浜中俊,小倉芝2000m,8,7,8,47,0.49,0.62,4.3,1.81,1.89,0.9
浜中俊,小倉芝2600m,1,1,1,14,0.11,0.22,1.8,0.0,1.23,0.19
